GEOid2,GEOdisplaylabel,total_over_18_pop,hispanic_over_18_pop
48201534203,"Census Tract 5342.03, Harris County, Texas",1179,603
48201540100,"Census Tract 5401, Harris County, Texas",8672,2309
48201540200,"Census Tract 5402, Harris County, Texas",1960,1085
48201540501,"Census Tract 5405.01, Harris County, Texas",4097,2296
48201540502,"Census Tract 5405.02, Harris County, Texas",3934,993
48201540601,"Census Tract 5406.01, Harris County, Texas",1919,457
48201540602,"Census Tract 5406.02, Harris County, Texas",4792,1889
48201540700,"Census Tract 5407, Harris County, Texas",5241,1921
48201540800,"Census Tract 5408, Harris County, Texas",5458,2845
48201540901,"Census Tract 5409.01, Harris County, Texas",1967,228
48201540902,"Census Tract 5409.02, Harris County, Texas",5336,1125
48201541001,"Census Tract 5410.01, Harris County, Texas",7464,1628
48201541002,"Census Tract 5410.02, Harris County, Texas",5257,1006
48201541003,"Census Tract 5410.03, Harris County, Texas",8574,1703
48201541100,"Census Tract 5411, Harris County, Texas",4768,783
48201541201,"Census Tract 5412.01, Harris County, Texas",6073,957
48201541202,"Census Tract 5412.02, Harris County, Texas",6155,1955
48201541203,"Census Tract 5412.03, Harris County, Texas",2074,195
48201541300,"Census Tract 5413, Harris County, Texas",7512,3686
48201541400,"Census Tract 5414, Harris County, Texas",9958,3689
48201541500,"Census Tract 5415, Harris County, Texas",3535,1133
48201541601,"Census Tract 5416.01, Harris County, Texas",3395,528
48201541602,"Census Tract 5416.02, Harris County, Texas",6647,3677
48201541700,"Census Tract 5417, Harris County, Texas",7039,2515
48201541800,"Census Tract 5418, Harris County, Texas",4182,1459
48201541900,"Census Tract 5419, Harris County, Texas",4601,1382
48201542000,"Census Tract 5420, Harris County, Texas",10217,4057
48201542101,"Census Tract 5421.01, Harris County, Texas",11283,5797
48201542102,"Census Tract 5421.02, Harris County, Texas",9418,3925
48201542200,"Census Tract 5422, Harris County, Texas",10659,4695
48201542301,"Census Tract 5423.01, Harris County, Texas",8103,3333
48201542302,"Census Tract 5423.02, Harris County, Texas",4186,1691
48201542400,"Census Tract 5424, Harris County, Texas",6816,3297
48201542500,"Census Tract 5425, Harris County, Texas",1741,175
48201542600,"Census Tract 5426, Harris County, Texas",2987,1063
48201542700,"Census Tract 5427, Harris County, Texas",3314,856
48201542800,"Census Tract 5428, Harris County, Texas",4844,1353
48201542900,"Census Tract 5429, Harris County, Texas",7494,2572
48201543001,"Census Tract 5430.01, Harris County, Texas",4051,1136
48201543002,"Census Tract 5430.02, Harris County, Texas",6838,1218
48201543003,"Census Tract 5430.03, Harris County, Texas",10415,4662
48201543100,"Census Tract 5431, Harris County, Texas",1389,627
48201543200,"Census Tract 5432, Harris County, Texas",4485,1460
48201550100,"Census Tract 5501, Harris County, Texas",2953,1499
48201550200,"Census Tract 5502, Harris County, Texas",2436,793
48201550301,"Census Tract 5503.01, Harris County, Texas",4490,1066
48201550302,"Census Tract 5503.02, Harris County, Texas",6320,1952
48201550401,"Census Tract 5504.01, Harris County, Texas",6885,2589
48201550402,"Census Tract 5504.02, Harris County, Texas",6517,1312
48201550500,"Census Tract 5505, Harris County, Texas",3777,1714
48201550601,"Census Tract 5506.01, Harris County, Texas",4459,1975
48201550602,"Census Tract 5506.02, Harris County, Texas",2012,932
48201550603,"Census Tract 5506.03, Harris County, Texas",3732,1971
48201550700,"Census Tract 5507, Harris County, Texas",2059,829
48201550800,"Census Tract 5508, Harris County, Texas",2229,725
48201550900,"Census Tract 5509, Harris County, Texas",5937,2788
48201551000,"Census Tract 5510, Harris County, Texas",2154,1329
48201551100,"Census Tract 5511, Harris County, Texas",6566,2413
48201551200,"Census Tract 5512, Harris County, Texas",5172,1496
48201551300,"Census Tract 5513, Harris County, Texas",2788,739
48201551400,"Census Tract 5514, Harris County, Texas",3396,856
48201551500,"Census Tract 5515, Harris County, Texas",5484,2078
48201551600,"Census Tract 5516, Harris County, Texas",5904,2411
48201551701,"Census Tract 5517.01, Harris County, Texas",6751,1363
48201551702,"Census Tract 5517.02, Harris County, Texas",2841,375
48201551703,"Census Tract 5517.03, Harris County, Texas",5678,1334
48201551800,"Census Tract 5518, Harris County, Texas",3608,326
48201551900,"Census Tract 5519, Harris County, Texas",4414,1256
48201552001,"Census Tract 5520.01, Harris County, Texas",6126,1336
48201552002,"Census Tract 5520.02, Harris County, Texas",1065,194
48201552101,"Census Tract 5521.01, Harris County, Texas",2795,668
48201552102,"Census Tract 5521.02, Harris County, Texas",4364,736
48201552103,"Census Tract 5521.03, Harris County, Texas",2105,519
48201552200,"Census Tract 5522, Harris County, Texas",4617,1157
48201552301,"Census Tract 5523.01, Harris County, Texas",3028,273
48201552302,"Census Tract 5523.02, Harris County, Texas",3801,657
48201552400,"Census Tract 5524, Harris County, Texas",4800,1238
48201552500,"Census Tract 5525, Harris County, Texas",7324,2204
48201552601,"Census Tract 5526.01, Harris County, Texas",3704,1137
48201552602,"Census Tract 5526.02, Harris County, Texas",4765,647
48201552700,"Census Tract 5527, Harris County, Texas",6450,1008
48201552800,"Census Tract 5528, Harris County, Texas",7245,708
48201552900,"Census Tract 5529, Harris County, Texas",5706,712
48201553001,"Census Tract 5530.01, Harris County, Texas",3985,697
48201553002,"Census Tract 5530.02, Harris County, Texas",3446,934
48201553100,"Census Tract 5531, Harris County, Texas",4622,1046
48201553200,"Census Tract 5532, Harris County, Texas",5000,1346
48201553300,"Census Tract 5533, Harris County, Texas",3463,666
48201553401,"Census Tract 5534.01, Harris County, Texas",2924,367
48201553402,"Census Tract 5534.02, Harris County, Texas",5230,824
48201553403,"Census Tract 5534.03, Harris County, Texas",4321,841
48201553500,"Census Tract 5535, Harris County, Texas",4750,875
48201553600,"Census Tract 5536, Harris County, Texas",4713,671
48201553700,"Census Tract 5537, Harris County, Texas",3013,387
48201553801,"Census Tract 5538.01, Harris County, Texas",1808,218
48201553802,"Census Tract 5538.02, Harris County, Texas",5637,954
48201553900,"Census Tract 5539, Harris County, Texas",5694,545
48201554001,"Census Tract 5540.01, Harris County, Texas",2461,409
48201554002,"Census Tract 5540.02, Harris County, Texas",3279,301
48201554101,"Census Tract 5541.01, Harris County, Texas",932,85
48201554102,"Census Tract 5541.02, Harris County, Texas",6805,999
48201554200,"Census Tract 5542, Harris County, Texas",4568,1125
48201554301,"Census Tract 5543.01, Harris County, Texas",5660,477
48201554302,"Census Tract 5543.02, Harris County, Texas",3187,502
48201554401,"Census Tract 5544.01, Harris County, Texas",8859,824
48201554402,"Census Tract 5544.02, Harris County, Texas",8554,1415
48201554403,"Census Tract 5544.03, Harris County, Texas",5765,1350
48201554501,"Census Tract 5545.01, Harris County, Texas",3497,632
48201554502,"Census Tract 5545.02, Harris County, Texas",4384,395
48201554600,"Census Tract 5546, Harris County, Texas",3395,255
48201554700,"Census Tract 5547, Harris County, Texas",5019,633
48201554801,"Census Tract 5548.01, Harris County, Texas",9245,2402
48201554802,"Census Tract 5548.02, Harris County, Texas",9961,1621
48201554901,"Census Tract 5549.01, Harris County, Texas",5544,1400
48201554902,"Census Tract 5549.02, Harris County, Texas",4406,575
48201554903,"Census Tract 5549.03, Harris County, Texas",7577,1150
48201555000,"Census Tract 5550, Harris County, Texas",5203,1158
48201555100,"Census Tract 5551, Harris County, Texas",5729,1196
48201555200,"Census Tract 5552, Harris County, Texas",4511,1239
48201555301,"Census Tract 5553.01, Harris County, Texas",720,53
48201555302,"Census Tract 5553.02, Harris County, Texas",6324,1026
48201555303,"Census Tract 5553.03, Harris County, Texas",2889,517
48201555401,"Census Tract 5554.01, Harris County, Texas",1882,294
48201555402,"Census Tract 5554.02, Harris County, Texas",6017,843
48201555501,"Census Tract 5555.01, Harris County, Texas",3240,614
48201555502,"Census Tract 5555.02, Harris County, Texas",11631,2174
48201555600,"Census Tract 5556, Harris County, Texas",3485,538
48201555701,"Census Tract 5557.01, Harris County, Texas",4532,717
48201555702,"Census Tract 5557.02, Harris County, Texas",5896,682
48201556000,"Census Tract 5560, Harris County, Texas",4404,1491
48201980000,"Census Tract 9800, Harris County, Texas",24,4
48201980100,"Census Tract 9801, Harris County, Texas",351,89
48203020102,"Census Tract 201.02, Harrison County, Texas",4375,396
48203020103,"Census Tract 201.03, Harrison County, Texas",3352,139
48203020104,"Census Tract 201.04, Harrison County, Texas",2971,196
48203020200,"Census Tract 202, Harrison County, Texas",5085,160
48203020301,"Census Tract 203.01, Harrison County, Texas",3417,240
48203020302,"Census Tract 203.02, Harrison County, Texas",2420,536
48203020401,"Census Tract 204.01, Harrison County, Texas",2716,480
48203020402,"Census Tract 204.02, Harrison County, Texas",4005,410
48203020501,"Census Tract 205.01, Harrison County, Texas",2232,485
48203020502,"Census Tract 205.02, Harrison County, Texas",3594,317
48203020603,"Census Tract 206.03, Harrison County, Texas",3973,167
48203020604,"Census Tract 206.04, Harrison County, Texas",2798,219
48203020605,"Census Tract 206.05, Harrison County, Texas",4204,185
48203020606,"Census Tract 206.06, Harrison County, Texas",3508,165
48205950200,"Census Tract 9502, Hartley County, Texas",4693,1050
48207950300,"Census Tract 9503, Haskell County, Texas",3137,630
48207950400,"Census Tract 9504, Haskell County, Texas",1534,339
48209010100,"Census Tract 101, Hays County, Texas",2039,385
48209010200,"Census Tract 102, Hays County, Texas",5944,1533
48209010302,"Census Tract 103.02, Hays County, Texas",3117,1839
48209010303,"Census Tract 103.03, Hays County, Texas",5654,2024
48209010304,"Census Tract 103.04, Hays County, Texas",4409,1668
48209010400,"Census Tract 104, Hays County, Texas",6446,2877
48209010500,"Census Tract 105, Hays County, Texas",2651,1534
48209010600,"Census Tract 106, Hays County, Texas",7353,1595
48209010701,"Census Tract 107.01, Hays County, Texas",6411,1174
48209010702,"Census Tract 107.02, Hays County, Texas",2500,521
48209010803,"Census Tract 108.03, Hays County, Texas",3565,456
48209010804,"Census Tract 108.04, Hays County, Texas",7236,511
48209010805,"Census Tract 108.05, Hays County, Texas",3871,386
48209010806,"Census Tract 108.06, Hays County, Texas",2652,210
48209010807,"Census Tract 108.07, Hays County, Texas",1521,173
48209010808,"Census Tract 108.08, Hays County, Texas",4321,484
48209010809,"Census Tract 108.09, Hays County, Texas",3568,388
48209010901,"Census Tract 109.01, Hays County, Texas",5899,862
48209010902,"Census Tract 109.02, Hays County, Texas",7187,2057
48209010905,"Census Tract 109.05, Hays County, Texas",3934,1460
48209010906,"Census Tract 109.06, Hays County, Texas",7601,3774
48209010907,"Census Tract 109.07, Hays County, Texas",7113,4578
48209010908,"Census Tract 109.08, Hays County, Texas",4839,2893
48209010909,"Census Tract 109.09, Hays County, Texas",3366,901
48209010910,"Census Tract 109.10, Hays County, Texas",5149,2441
48211950300,"Census Tract 9503, Hemphill County, Texas",2691,619
48213950100,"Census Tract 9501, Henderson County, Texas",5151,184
48213950200,"Census Tract 9502, Henderson County, Texas",3884,321
48213950300,"Census Tract 9503, Henderson County, Texas",6043,498
48213950400,"Census Tract 9504, Henderson County, Texas",3403,317
48213950500,"Census Tract 9505, Henderson County, Texas",1820,74
48213950601,"Census Tract 9506.01, Henderson County, Texas",2692,163
48213950602,"Census Tract 9506.02, Henderson County, Texas",3539,172
48213950700,"Census Tract 9507, Henderson County, Texas",3323,291
48213950800,"Census Tract 9508, Henderson County, Texas",4058,156
48213950901,"Census Tract 9509.01, Henderson County, Texas",4206,235
48213950902,"Census Tract 9509.02, Henderson County, Texas",1666,51
48213950903,"Census Tract 9509.03, Henderson County, Texas",1942,78
48213951000,"Census Tract 9510, Henderson County, Texas",1472,208
48213951100,"Census Tract 9511, Henderson County, Texas",3215,157
48213951200,"Census Tract 9512, Henderson County, Texas",4309,1422
48213951300,"Census Tract 9513, Henderson County, Texas",4631,550
48213951400,"Census Tract 9514, Henderson County, Texas",5336,187
48215020101,"Census Tract 201.01, Hidalgo County, Texas",3980,3674
48215020102,"Census Tract 201.02, Hidalgo County, Texas",4850,3634
48215020201,"Census Tract 202.01, Hidalgo County, Texas",4768,4575
48215020202,"Census Tract 202.02, Hidalgo County, Texas",4561,4487
48215020204,"Census Tract 202.04, Hidalgo County, Texas",5002,4436
48215020205,"Census Tract 202.05, Hidalgo County, Texas",3645,3381
48215020301,"Census Tract 203.01, Hidalgo County, Texas",6696,5010
48215020302,"Census Tract 203.02, Hidalgo County, Texas",6651,5471
48215020402,"Census Tract 204.02, Hidalgo County, Texas",5380,4057
48215020403,"Census Tract 204.03, Hidalgo County, Texas",3505,3233
48215020404,"Census Tract 204.04, Hidalgo County, Texas",4891,2432
48215020501,"Census Tract 205.01, Hidalgo County, Texas",3664,3165
48215020503,"Census Tract 205.03, Hidalgo County, Texas",7389,7003
48215020504,"Census Tract 205.04, Hidalgo County, Texas",5275,5047
48215020600,"Census Tract 206, Hidalgo County, Texas",1798,1759
48215020701,"Census Tract 207.01, Hidalgo County, Texas",6133,5148
48215020721,"Census Tract 207.21, Hidalgo County, Texas",5213,4388
48215020723,"Census Tract 207.23, Hidalgo County, Texas",3865,3776
48215020724,"Census Tract 207.24, Hidalgo County, Texas",2769,2326
48215020725,"Census Tract 207.25, Hidalgo County, Texas",3101,2942
48215020726,"Census Tract 207.26, Hidalgo County, Texas",4213,3556
48215020802,"Census Tract 208.02, Hidalgo County, Texas",4745,3765
48215020803,"Census Tract 208.03, Hidalgo County, Texas",3561,2681
48215020804,"Census Tract 208.04, Hidalgo County, Texas",2856,2045
48215020901,"Census Tract 209.01, Hidalgo County, Texas",3860,2484
48215020903,"Census Tract 209.03, Hidalgo County, Texas",3620,2844
48215020904,"Census Tract 209.04, Hidalgo County, Texas",3544,2584
48215021000,"Census Tract 210, Hidalgo County, Texas",4560,3807
48215021100,"Census Tract 211, Hidalgo County, Texas",2390,2224
48215021201,"Census Tract 212.01, Hidalgo County, Texas",2255,1707
48215021202,"Census Tract 212.02, Hidalgo County, Texas",3963,2962
48215021302,"Census Tract 213.02, Hidalgo County, Texas",9011,8863
48215021303,"Census Tract 213.03, Hidalgo County, Texas",5780,5697
48215021304,"Census Tract 213.04, Hidalgo County, Texas",3478,3369
48215021305,"Census Tract 213.05, Hidalgo County, Texas",4621,4573
48215021401,"Census Tract 214.01, Hidalgo County, Texas",3860,3632
48215021403,"Census Tract 214.03, Hidalgo County, Texas",3245,2649
48215021404,"Census Tract 214.04, Hidalgo County, Texas",5650,3996
48215021500,"Census Tract 215, Hidalgo County, Texas",2586,2517
48215021600,"Census Tract 216, Hidalgo County, Texas",2508,2456
48215021701,"Census Tract 217.01, Hidalgo County, Texas",6589,5785
48215021702,"Census Tract 217.02, Hidalgo County, Texas",6750,6048
48215021803,"Census Tract 218.03, Hidalgo County, Texas",3319,3218
48215021804,"Census Tract 218.04, Hidalgo County, Texas",2957,2913
48215021805,"Census Tract 218.05, Hidalgo County, Texas",5577,5471
48215021806,"Census Tract 218.06, Hidalgo County, Texas",5236,5189
48215021901,"Census Tract 219.01, Hidalgo County, Texas",5549,4601
48215021903,"Census Tract 219.03, Hidalgo County, Texas",3223,3008
48215021904,"Census Tract 219.04, Hidalgo County, Texas",3252,2299
48215022001,"Census Tract 220.01, Hidalgo County, Texas",7496,6852
48215022003,"Census Tract 220.03, Hidalgo County, Texas",4346,3637
48215022004,"Census Tract 220.04, Hidalgo County, Texas",5398,4875
48215022103,"Census Tract 221.03, Hidalgo County, Texas",3793,2903
48215022104,"Census Tract 221.04, Hidalgo County, Texas",5606,5389
48215022105,"Census Tract 221.05, Hidalgo County, Texas",2518,2443
48215022106,"Census Tract 221.06, Hidalgo County, Texas",3709,3209
48215022201,"Census Tract 222.01, Hidalgo County, Texas",4201,3719
48215022203,"Census Tract 222.03, Hidalgo County, Texas",2896,2723
48215022204,"Census Tract 222.04, Hidalgo County, Texas",2955,2861
48215022300,"Census Tract 223, Hidalgo County, Texas",7299,5409
48215022401,"Census Tract 224.01, Hidalgo County, Texas",3168,2868
48215022402,"Census Tract 224.02, Hidalgo County, Texas",3895,3733
48215022501,"Census Tract 225.01, Hidalgo County, Texas",4156,4079
48215022502,"Census Tract 225.02, Hidalgo County, Texas",3583,3353
48215022600,"Census Tract 226, Hidalgo County, Texas",1746,1682
48215022701,"Census Tract 227.01, Hidalgo County, Texas",4015,2503
48215022702,"Census Tract 227.02, Hidalgo County, Texas",4016,2858
48215022800,"Census Tract 228, Hidalgo County, Texas",5793,5451
48215022900,"Census Tract 229, Hidalgo County, Texas",3157,2530
48215023000,"Census Tract 230, Hidalgo County, Texas",3494,3235
48215023102,"Census Tract 231.02, Hidalgo County, Texas",4517,4324
48215023103,"Census Tract 231.03, Hidalgo County, Texas",3771,3532
48215023104,"Census Tract 231.04, Hidalgo County, Texas",3230,3073
48215023503,"Census Tract 235.03, Hidalgo County, Texas",5445,5121
48215023504,"Census Tract 235.04, Hidalgo County, Texas",5423,4899
48215023507,"Census Tract 235.07, Hidalgo County, Texas",5116,4880
48215023509,"Census Tract 235.09, Hidalgo County, Texas",6758,5196
48215023510,"Census Tract 235.10, Hidalgo County, Texas",6285,4338
48215023511,"Census Tract 235.11, Hidalgo County, Texas",5135,4938
48215023512,"Census Tract 235.12, Hidalgo County, Texas",2801,1639
48215023513,"Census Tract 235.13, Hidalgo County, Texas",4337,4179
48215023514,"Census Tract 235.14, Hidalgo County, Texas",4640,4572
48215023515,"Census Tract 235.15, Hidalgo County, Texas",6066,5802
48215023600,"Census Tract 236, Hidalgo County, Texas",5957,5516
48215023700,"Census Tract 237, Hidalgo County, Texas",3268,3170
48215023801,"Census Tract 238.01, Hidalgo County, Texas",5563,5241
48215023802,"Census Tract 238.02, Hidalgo County, Texas",5609,4765
48215023902,"Census Tract 239.02, Hidalgo County, Texas",7606,5950
48215023903,"Census Tract 239.03, Hidalgo County, Texas",3121,2813
48215023904,"Census Tract 239.04, Hidalgo County, Texas",5744,4598
48215024000,"Census Tract 240, Hidalgo County, Texas",11261,10137
48215024105,"Census Tract 241.05, Hidalgo County, Texas",5966,5527
48215024106,"Census Tract 241.06, Hidalgo County, Texas",6793,5586
48215024107,"Census Tract 241.07, Hidalgo County, Texas",2636,2453
48215024108,"Census Tract 241.08, Hidalgo County, Texas",3331,3251
48215024109,"Census Tract 241.09, Hidalgo County, Texas",3711,3564
48215024110,"Census Tract 241.10, Hidalgo County, Texas",5963,5822
48215024111,"Census Tract 241.11, Hidalgo County, Texas",3354,3089
48215024112,"Census Tract 241.12, Hidalgo County, Texas",6751,6600
48215024113,"Census Tract 241.13, Hidalgo County, Texas",3610,3133
48215024114,"Census Tract 241.14, Hidalgo County, Texas",5014,4487
48215024201,"Census Tract 242.01, Hidalgo County, Texas",8518,8415
48215024203,"Census Tract 242.03, Hidalgo County, Texas",4460,2702
48215024204,"Census Tract 242.04, Hidalgo County, Texas",2919,2723
48215024205,"Census Tract 242.05, Hidalgo County, Texas",5070,4927
48215024301,"Census Tract 243.01, Hidalgo County, Texas",1101,916
48215024302,"Census Tract 243.02, Hidalgo County, Texas",1067,893
48215024402,"Census Tract 244.02, Hidalgo County, Texas",5530,5393
48215024403,"Census Tract 244.03, Hidalgo County, Texas",3662,3583
48215024404,"Census Tract 244.04, Hidalgo County, Texas",2611,2474
48215024500,"Census Tract 245, Hidalgo County, Texas",4943,4826
48215024600,"Census Tract 246, Hidalgo County, Texas",4488,4270
48215980000,"Census Tract 9800, Hidalgo County, Texas",0,0
48217960100,"Census Tract 9601, Hill County, Texas",2922,513
48217960200,"Census Tract 9602, Hill County, Texas",3535,171
48217960400,"Census Tract 9604, Hill County, Texas",1651,66
48217960500,"Census Tract 9605, Hill County, Texas",4546,345
48217960600,"Census Tract 9606, Hill County, Texas",985,118
48217960700,"Census Tract 9607, Hill County, Texas",1608,174
48217960800,"Census Tract 9608, Hill County, Texas",2638,560
48217960900,"Census Tract 9609, Hill County, Texas",1513,826
48217961000,"Census Tract 9610, Hill County, Texas",1319,482
48217961100,"Census Tract 9611, Hill County, Texas",2887,415
48217961400,"Census Tract 9614, Hill County, Texas",2965,247
48219950100,"Census Tract 9501, Hockley County, Texas",1091,405
48219950200,"Census Tract 9502, Hockley County, Texas",3084,883
48219950300,"Census Tract 9503, Hockley County, Texas",3137,1197
48219950400,"Census Tract 9504, Hockley County, Texas",3360,2121
48219950500,"Census Tract 9505, Hockley County, Texas",3759,1034
48219950600,"Census Tract 9506, Hockley County, Texas",1090,345
48219950700,"Census Tract 9507, Hockley County, Texas",1187,458
48221160100,"Census Tract 1601, Hood County, Texas",3456,282
48221160204,"Census Tract 1602.04, Hood County, Texas",2332,177
48221160205,"Census Tract 1602.05, Hood County, Texas",5198,570
48221160206,"Census Tract 1602.06, Hood County, Texas",3271,209
48221160207,"Census Tract 1602.07, Hood County, Texas",5153,374
48221160208,"Census Tract 1602.08, Hood County, Texas",4054,671
48221160209,"Census Tract 1602.09, Hood County, Texas",5353,384
48221160210,"Census Tract 1602.10, Hood County, Texas",4367,110
48221160301,"Census Tract 1603.01, Hood County, Texas",4184,326
48221160302,"Census Tract 1603.02, Hood County, Texas",2912,164
48223950100,"Census Tract 9501, Hopkins County, Texas",2135,175
48223950200,"Census Tract 9502, Hopkins County, Texas",3256,247
48223950300,"Census Tract 9503, Hopkins County, Texas",4210,573
48223950401,"Census Tract 9504.01, Hopkins County, Texas",2871,438
48223950402,"Census Tract 9504.02, Hopkins County, Texas",2828,336
48223950500,"Census Tract 9505, Hopkins County, Texas",2263,264
48223950600,"Census Tract 9506, Hopkins County, Texas",2898,286
48223950700,"Census Tract 9507, Hopkins County, Texas",3537,624
48223950800,"Census Tract 9508, Hopkins County, Texas",2169,223
48225950100,"Census Tract 9501, Houston County, Texas",3828,81
48225950200,"Census Tract 9502, Houston County, Texas",1132,70
48225950300,"Census Tract 9503, Houston County, Texas",2504,323
48225950400,"Census Tract 9504, Houston County, Texas",2244,302
48225950500,"Census Tract 9505, Houston County, Texas",3468,186
48225950600,"Census Tract 9506, Houston County, Texas",1190,20
48225950700,"Census Tract 9507, Houston County, Texas",4440,652
48227950100,"Census Tract 9501, Howard County, Texas",1775,401
48227950200,"Census Tract 9502, Howard County, Texas",1524,284
48227950300,"Census Tract 9503, Howard County, Texas",1877,1051
48227950400,"Census Tract 9504, Howard County, Texas",2519,890
48227950500,"Census Tract 9505, Howard County, Texas",2315,1183
48227950600,"Census Tract 9506, Howard County, Texas",3052,765
48227950700,"Census Tract 9507, Howard County, Texas",2298,882
48227950801,"Census Tract 9508.01, Howard County, Texas",3031,994
48227950802,"Census Tract 9508.02, Howard County, Texas",6022,2484
48227950900,"Census Tract 9509, Howard County, Texas",2742,299
48229950300,"Census Tract 9503, Hudspeth County, Texas",2429,1839
48231960100,"Census Tract 9601, Hunt County, Texas",1805,171
48231960200,"Census Tract 9602, Hunt County, Texas",1779,96
48231960300,"Census Tract 9603, Hunt County, Texas",2999,178
48231960400,"Census Tract 9604, Hunt County, Texas",3584,582
48231960500,"Census Tract 9605, Hunt County, Texas",2959,224
48231960600,"Census Tract 9606, Hunt County, Texas",3255,320
48231960700,"Census Tract 9607, Hunt County, Texas",4311,232
48231960800,"Census Tract 9608, Hunt County, Texas",2412,905
48231960900,"Census Tract 9609, Hunt County, Texas",3705,1009
48231961000,"Census Tract 9610, Hunt County, Texas",3071,631
48231961100,"Census Tract 9611, Hunt County, Texas",5059,225
48231961200,"Census Tract 9612, Hunt County, Texas",3620,221
48231961300,"Census Tract 9613, Hunt County, Texas",4899,401
48231961400,"Census Tract 9614, Hunt County, Texas",5204,585
48231961501,"Census Tract 9615.01, Hunt County, Texas",2380,164
48231961502,"Census Tract 9615.02, Hunt County, Texas",3458,383
48231961503,"Census Tract 9615.03, Hunt County, Texas",3092,218
48231961600,"Census Tract 9616, Hunt County, Texas",4971,309
48231961700,"Census Tract 9617, Hunt County, Texas",2147,113
48233950200,"Census Tract 9502, Hutchinson County, Texas",2106,189
48233950500,"Census Tract 9505, Hutchinson County, Texas",3761,158
48233950600,"Census Tract 9506, Hutchinson County, Texas",2827,814
48233950700,"Census Tract 9507, Hutchinson County, Texas",1253,514
48233950800,"Census Tract 9508, Hutchinson County, Texas",626,199
48233950900,"Census Tract 9509, Hutchinson County, Texas",3039,466
48233951000,"Census Tract 9510, Hutchinson County, Texas",2710,273
48235950100,"Census Tract 9501, Irion County, Texas",1231,283
48237950100,"Census Tract 9501, Jack County, Texas",2518,364
48237950300,"Census Tract 9503, Jack County, Texas",2431,379
48237950500,"Census Tract 9505, Jack County, Texas",2103,117
48239950100,"Census Tract 9501, Jackson County, Texas",4052,1019
48239950200,"Census Tract 9502, Jackson County, Texas",2880,762
48239950300,"Census Tract 9503, Jackson County, Texas",3564,828
48241950100,"Census Tract 9501, Jasper County, Texas",4663,137
48241950200,"Census Tract 9502, Jasper County, Texas",2565,198
48241950300,"Census Tract 9503, Jasper County, Texas",2288,247
48241950400,"Census Tract 9504, Jasper County, Texas",4013,349
48241950500,"Census Tract 9505, Jasper County, Texas",3627,64
48241950600,"Census Tract 9506, Jasper County, Texas",1743,92
48241950700,"Census Tract 9507, Jasper County, Texas",6006,117
48241950800,"Census Tract 9508, Jasper County, Texas",1910,44
48243950100,"Census Tract 9501, Jeff Davis County, Texas",1878,579
48245000101,"Census Tract 1.01, Jefferson County, Texas",3955,329
48245000102,"Census Tract 1.02, Jefferson County, Texas",1496,101
48245000103,"Census Tract 1.03, Jefferson County, Texas",1981,80
48245000200,"Census Tract 2, Jefferson County, Texas",3460,279
48245000302,"Census Tract 3.02, Jefferson County, Texas",5318,242
48245000304,"Census Tract 3.04, Jefferson County, Texas",4756,571
48245000306,"Census Tract 3.06, Jefferson County, Texas",2958,159
48245000307,"Census Tract 3.07, Jefferson County, Texas",2653,190
48245000308,"Census Tract 3.08, Jefferson County, Texas",5063,390
48245000309,"Census Tract 3.09, Jefferson County, Texas",2058,124
48245000310,"Census Tract 3.10, Jefferson County, Texas",4079,268
48245000400,"Census Tract 4, Jefferson County, Texas",3377,277
48245000500,"Census Tract 5, Jefferson County, Texas",1766,251
48245000600,"Census Tract 6, Jefferson County, Texas",4057,738
48245000700,"Census Tract 7, Jefferson County, Texas",2126,68
48245000900,"Census Tract 9, Jefferson County, Texas",1502,186
48245001100,"Census Tract 11, Jefferson County, Texas",2078,432
48245001200,"Census Tract 12, Jefferson County, Texas",1775,520
48245001301,"Census Tract 13.01, Jefferson County, Texas",4103,526
48245001302,"Census Tract 13.02, Jefferson County, Texas",2196,192
48245001303,"Census Tract 13.03, Jefferson County, Texas",2422,176
48245001700,"Census Tract 17, Jefferson County, Texas",1486,87
48245001900,"Census Tract 19, Jefferson County, Texas",2107,801
48245002000,"Census Tract 20, Jefferson County, Texas",1723,684
48245002100,"Census Tract 21, Jefferson County, Texas",2519,379
48245002200,"Census Tract 22, Jefferson County, Texas",1857,62
48245002300,"Census Tract 23, Jefferson County, Texas",2652,113
48245002400,"Census Tract 24, Jefferson County, Texas",1952,395
48245002500,"Census Tract 25, Jefferson County, Texas",2614,426
48245002600,"Census Tract 26, Jefferson County, Texas",5542,622
48245005100,"Census Tract 51, Jefferson County, Texas",870,21
48245005400,"Census Tract 54, Jefferson County, Texas",1095,217
48245005500,"Census Tract 55, Jefferson County, Texas",2082,510
48245005600,"Census Tract 56, Jefferson County, Texas",2430,1320
48245005900,"Census Tract 59, Jefferson County, Texas",1161,19
48245006100,"Census Tract 61, Jefferson County, Texas",1115,77
48245006300,"Census Tract 63, Jefferson County, Texas",1097,92
48245006400,"Census Tract 64, Jefferson County, Texas",1362,446
48245006500,"Census Tract 65, Jefferson County, Texas",2576,996
48245006600,"Census Tract 66, Jefferson County, Texas",2717,823
48245006700,"Census Tract 67, Jefferson County, Texas",2062,1001
48245006800,"Census Tract 68, Jefferson County, Texas",1368,437
48245006900,"Census Tract 69, Jefferson County, Texas",2331,90
48245007001,"Census Tract 70.01, Jefferson County, Texas",4149,432
