GEOid2,GEOdisplaylabel,total_over_18_pop,hispanic_over_18_pop
48085030516,"Census Tract 305.16, Collin County, Texas",3445,481
48085030517,"Census Tract 305.17, Collin County, Texas",3727,319
48085030518,"Census Tract 305.18, Collin County, Texas",1038,68
48085030519,"Census Tract 305.19, Collin County, Texas",991,90
48085030520,"Census Tract 305.20, Collin County, Texas",2941,398
48085030521,"Census Tract 305.21, Collin County, Texas",1962,231
48085030522,"Census Tract 305.22, Collin County, Texas",2613,392
48085030523,"Census Tract 305.23, Collin County, Texas",5328,674
48085030524,"Census Tract 305.24, Collin County, Texas",1487,223
48085030525,"Census Tract 305.25, Collin County, Texas",3977,232
48085030526,"Census Tract 305.26, Collin County, Texas",4709,344
48085030527,"Census Tract 305.27, Collin County, Texas",2424,291
48085030528,"Census Tract 305.28, Collin County, Texas",5032,342
48085030529,"Census Tract 305.29, Collin County, Texas",2259,196
48085030530,"Census Tract 305.30, Collin County, Texas",4181,248
48085030531,"Census Tract 305.31, Collin County, Texas",3696,221
48085030601,"Census Tract 306.01, Collin County, Texas",6096,388
48085030603,"Census Tract 306.03, Collin County, Texas",4879,970
48085030604,"Census Tract 306.04, Collin County, Texas",2171,371
48085030605,"Census Tract 306.05, Collin County, Texas",4099,828
48085030701,"Census Tract 307.01, Collin County, Texas",2543,776
48085030702,"Census Tract 307.02, Collin County, Texas",3534,1255
48085030801,"Census Tract 308.01, Collin County, Texas",2947,656
48085030802,"Census Tract 308.02, Collin County, Texas",3926,1559
48085030900,"Census Tract 309, Collin County, Texas",6029,2989
48085031001,"Census Tract 310.01, Collin County, Texas",4751,1028
48085031003,"Census Tract 310.03, Collin County, Texas",2989,504
48085031004,"Census Tract 310.04, Collin County, Texas",3834,672
48085031100,"Census Tract 311, Collin County, Texas",6775,1029
48085031201,"Census Tract 312.01, Collin County, Texas",3457,370
48085031202,"Census Tract 312.02, Collin County, Texas",2788,496
48085031308,"Census Tract 313.08, Collin County, Texas",4280,575
48085031309,"Census Tract 313.09, Collin County, Texas",6243,978
48085031310,"Census Tract 313.10, Collin County, Texas",6211,872
48085031311,"Census Tract 313.11, Collin County, Texas",6513,990
48085031312,"Census Tract 313.12, Collin County, Texas",4682,398
48085031313,"Census Tract 313.13, Collin County, Texas",7612,636
48085031314,"Census Tract 313.14, Collin County, Texas",1580,121
48085031315,"Census Tract 313.15, Collin County, Texas",10879,1537
48085031316,"Census Tract 313.16, Collin County, Texas",4188,226
48085031317,"Census Tract 313.17, Collin County, Texas",5320,385
48085031405,"Census Tract 314.05, Collin County, Texas",10729,613
48085031406,"Census Tract 314.06, Collin County, Texas",10413,954
48085031407,"Census Tract 314.07, Collin County, Texas",5343,220
48085031408,"Census Tract 314.08, Collin County, Texas",2115,188
48085031409,"Census Tract 314.09, Collin County, Texas",6772,574
48085031410,"Census Tract 314.10, Collin County, Texas",5998,612
48085031411,"Census Tract 314.11, Collin County, Texas",3228,282
48085031504,"Census Tract 315.04, Collin County, Texas",4955,461
48085031505,"Census Tract 315.05, Collin County, Texas",5394,365
48085031506,"Census Tract 315.06, Collin County, Texas",6026,1348
48085031507,"Census Tract 315.07, Collin County, Texas",3140,224
48085031508,"Census Tract 315.08, Collin County, Texas",4092,420
48085031611,"Census Tract 316.11, Collin County, Texas",2678,470
48085031612,"Census Tract 316.12, Collin County, Texas",4696,294
48085031613,"Census Tract 316.13, Collin County, Texas",4292,256
48085031621,"Census Tract 316.21, Collin County, Texas",4650,402
48085031622,"Census Tract 316.22, Collin County, Texas",4277,343
48085031623,"Census Tract 316.23, Collin County, Texas",2166,583
48085031624,"Census Tract 316.24, Collin County, Texas",2762,782
48085031625,"Census Tract 316.25, Collin County, Texas",3410,228
48085031626,"Census Tract 316.26, Collin County, Texas",1856,154
48085031627,"Census Tract 316.27, Collin County, Texas",3654,420
48085031628,"Census Tract 316.28, Collin County, Texas",2785,387
48085031629,"Census Tract 316.29, Collin County, Texas",2564,549
48085031630,"Census Tract 316.30, Collin County, Texas",3262,230
48085031631,"Census Tract 316.31, Collin County, Texas",3279,447
48085031632,"Census Tract 316.32, Collin County, Texas",4205,296
48085031633,"Census Tract 316.33, Collin County, Texas",2845,318
48085031634,"Census Tract 316.34, Collin County, Texas",2273,380
48085031635,"Census Tract 316.35, Collin County, Texas",2974,500
48085031636,"Census Tract 316.36, Collin County, Texas",4954,303
48085031637,"Census Tract 316.37, Collin County, Texas",4889,197
48085031638,"Census Tract 316.38, Collin County, Texas",4430,170
48085031639,"Census Tract 316.39, Collin County, Texas",4215,359
48085031640,"Census Tract 316.40, Collin County, Texas",5568,494
48085031641,"Census Tract 316.41, Collin County, Texas",4111,200
48085031642,"Census Tract 316.42, Collin County, Texas",3343,167
48085031643,"Census Tract 316.43, Collin County, Texas",3205,259
48085031645,"Census Tract 316.45, Collin County, Texas",1427,36
48085031646,"Census Tract 316.46, Collin County, Texas",3800,184
48085031647,"Census Tract 316.47, Collin County, Texas",2273,169
48085031648,"Census Tract 316.48, Collin County, Texas",4957,303
48085031649,"Census Tract 316.49, Collin County, Texas",3543,169
48085031652,"Census Tract 316.52, Collin County, Texas",5600,412
48085031653,"Census Tract 316.53, Collin County, Texas",5340,428
48085031654,"Census Tract 316.54, Collin County, Texas",2668,124
48085031655,"Census Tract 316.55, Collin County, Texas",3613,378
48085031656,"Census Tract 316.56, Collin County, Texas",1783,185
48085031657,"Census Tract 316.57, Collin County, Texas",1177,145
48085031658,"Census Tract 316.58, Collin County, Texas",3478,310
48085031659,"Census Tract 316.59, Collin County, Texas",1452,115
48085031660,"Census Tract 316.60, Collin County, Texas",2828,224
48085031661,"Census Tract 316.61, Collin County, Texas",1788,130
48085031662,"Census Tract 316.62, Collin County, Texas",3078,184
48085031663,"Census Tract 316.63, Collin County, Texas",2402,150
48085031664,"Census Tract 316.64, Collin County, Texas",2842,109
48085031704,"Census Tract 317.04, Collin County, Texas",3139,402
48085031706,"Census Tract 317.06, Collin County, Texas",1761,66
48085031708,"Census Tract 317.08, Collin County, Texas",3152,386
48085031709,"Census Tract 317.09, Collin County, Texas",3634,205
48085031711,"Census Tract 317.11, Collin County, Texas",2449,213
48085031712,"Census Tract 317.12, Collin County, Texas",4292,607
48085031713,"Census Tract 317.13, Collin County, Texas",3322,562
48085031714,"Census Tract 317.14, Collin County, Texas",4162,613
48085031715,"Census Tract 317.15, Collin County, Texas",2049,142
48085031716,"Census Tract 317.16, Collin County, Texas",1734,203
48085031717,"Census Tract 317.17, Collin County, Texas",1771,192
48085031718,"Census Tract 317.18, Collin County, Texas",1894,161
48085031719,"Census Tract 317.19, Collin County, Texas",1411,107
48085031720,"Census Tract 317.20, Collin County, Texas",3260,1145
48085031802,"Census Tract 318.02, Collin County, Texas",4693,856
48085031804,"Census Tract 318.04, Collin County, Texas",3821,314
48085031805,"Census Tract 318.05, Collin County, Texas",3894,208
48085031806,"Census Tract 318.06, Collin County, Texas",1393,97
48085031807,"Census Tract 318.07, Collin County, Texas",3853,234
48085031900,"Census Tract 319, Collin County, Texas",3332,1800
48085032003,"Census Tract 320.03, Collin County, Texas",4186,2045
48085032004,"Census Tract 320.04, Collin County, Texas",5167,1870
48085032008,"Census Tract 320.08, Collin County, Texas",3267,550
48085032009,"Census Tract 320.09, Collin County, Texas",4979,271
48085032010,"Census Tract 320.10, Collin County, Texas",3324,921
48085032011,"Census Tract 320.11, Collin County, Texas",4102,235
48085032012,"Census Tract 320.12, Collin County, Texas",2839,1557
48085032013,"Census Tract 320.13, Collin County, Texas",4126,1326
48087950300,"Census Tract 9503, Collingsworth County, Texas",2212,522
48089750100,"Census Tract 7501, Colorado County, Texas",3417,1446
48089750200,"Census Tract 7502, Colorado County, Texas",1675,323
48089750300,"Census Tract 7503, Colorado County, Texas",3734,571
48089750400,"Census Tract 7504, Colorado County, Texas",3991,464
48089750500,"Census Tract 7505, Colorado County, Texas",3089,651
48091310100,"Census Tract 3101, Comal County, Texas",2514,858
48091310200,"Census Tract 3102, Comal County, Texas",1934,829
48091310300,"Census Tract 3103, Comal County, Texas",5489,759
48091310401,"Census Tract 3104.01, Comal County, Texas",4115,2818
48091310403,"Census Tract 3104.03, Comal County, Texas",4029,1135
48091310404,"Census Tract 3104.04, Comal County, Texas",3058,996
48091310501,"Census Tract 3105.01, Comal County, Texas",2546,1022
48091310502,"Census Tract 3105.02, Comal County, Texas",3115,1123
48091310503,"Census Tract 3105.03, Comal County, Texas",2787,516
48091310603,"Census Tract 3106.03, Comal County, Texas",2395,279
48091310604,"Census Tract 3106.04, Comal County, Texas",2222,217
48091310605,"Census Tract 3106.05, Comal County, Texas",3808,529
48091310606,"Census Tract 3106.06, Comal County, Texas",3696,362
48091310607,"Census Tract 3106.07, Comal County, Texas",3953,336
48091310608,"Census Tract 3106.08, Comal County, Texas",2655,421
48091310701,"Census Tract 3107.01, Comal County, Texas",4240,493
48091310702,"Census Tract 3107.02, Comal County, Texas",3526,584
48091310703,"Census Tract 3107.03, Comal County, Texas",4039,620
48091310704,"Census Tract 3107.04, Comal County, Texas",4331,824
48091310801,"Census Tract 3108.01, Comal County, Texas",3972,506
48091310802,"Census Tract 3108.02, Comal County, Texas",4154,1086
48091310901,"Census Tract 3109.01, Comal County, Texas",3074,234
48091310902,"Census Tract 3109.02, Comal County, Texas",4327,966
48091310903,"Census Tract 3109.03, Comal County, Texas",2796,269
48093950100,"Census Tract 9501, Comanche County, Texas",3398,578
48093950200,"Census Tract 9502, Comanche County, Texas",2682,332
48093950300,"Census Tract 9503, Comanche County, Texas",3022,891
48093950400,"Census Tract 9504, Comanche County, Texas",1492,363
48095950300,"Census Tract 9503, Concho County, Texas",3510,1918
48097000100,"Census Tract 1, Cooke County, Texas",4307,213
48097000200,"Census Tract 2, Cooke County, Texas",3663,98
48097000400,"Census Tract 4, Cooke County, Texas",1446,318
48097000500,"Census Tract 5, Cooke County, Texas",2534,817
48097000600,"Census Tract 6, Cooke County, Texas",3348,605
48097000700,"Census Tract 7, Cooke County, Texas",5331,274
48097000900,"Census Tract 9, Cooke County, Texas",3506,253
48097001100,"Census Tract 11, Cooke County, Texas",4471,830
48099010101,"Census Tract 101.01, Coryell County, Texas",2727,202
48099010102,"Census Tract 101.02, Coryell County, Texas",2488,194
48099010201,"Census Tract 102.01, Coryell County, Texas",7778,1370
48099010202,"Census Tract 102.02, Coryell County, Texas",3677,397
48099010300,"Census Tract 103, Coryell County, Texas",2068,369
48099010400,"Census Tract 104, Coryell County, Texas",2947,287
48099010501,"Census Tract 105.01, Coryell County, Texas",2405,514
48099010502,"Census Tract 105.02, Coryell County, Texas",2106,397
48099010503,"Census Tract 105.03, Coryell County, Texas",2614,389
48099010504,"Census Tract 105.04, Coryell County, Texas",1335,256
48099010601,"Census Tract 106.01, Coryell County, Texas",3196,418
48099010603,"Census Tract 106.03, Coryell County, Texas",3697,476
48099010604,"Census Tract 106.04, Coryell County, Texas",3133,403
48099010701,"Census Tract 107.01, Coryell County, Texas",2977,379
48099010702,"Census Tract 107.02, Coryell County, Texas",2408,292
48099010802,"Census Tract 108.02, Coryell County, Texas",3800,483
48099010803,"Census Tract 108.03, Coryell County, Texas",1855,218
48099010804,"Census Tract 108.04, Coryell County, Texas",3149,419
48099980000,"Census Tract 9800, Coryell County, Texas",23,2
48101950100,"Census Tract 9501, Cottle County, Texas",1155,203
48103950100,"Census Tract 9501, Crane County, Texas",3086,1537
48105950100,"Census Tract 9501, Crockett County, Texas",2725,1572
48107950100,"Census Tract 9501, Crosby County, Texas",1650,713
48107950200,"Census Tract 9502, Crosby County, Texas",1647,802
48107950300,"Census Tract 9503, Crosby County, Texas",1015,495
48109950300,"Census Tract 9503, Culberson County, Texas",1731,1265
48111950100,"Census Tract 9501, Dallam County, Texas",1029,243
48111950300,"Census Tract 9503, Dallam County, Texas",3671,1457
48113000100,"Census Tract 1, Dallas County, Texas",3085,355
48113000201,"Census Tract 2.01, Dallas County, Texas",2276,168
48113000202,"Census Tract 2.02, Dallas County, Texas",2853,293
48113000300,"Census Tract 3, Dallas County, Texas",3550,349
48113000401,"Census Tract 4.01, Dallas County, Texas",3703,1926
48113000404,"Census Tract 4.04, Dallas County, Texas",2930,1212
48113000405,"Census Tract 4.05, Dallas County, Texas",1902,794
48113000406,"Census Tract 4.06, Dallas County, Texas",5130,3899
48113000500,"Census Tract 5, Dallas County, Texas",4734,1613
48113000601,"Census Tract 6.01, Dallas County, Texas",4821,2467
48113000603,"Census Tract 6.03, Dallas County, Texas",3293,386
48113000605,"Census Tract 6.05, Dallas County, Texas",2076,246
48113000606,"Census Tract 6.06, Dallas County, Texas",2900,227
48113000701,"Census Tract 7.01, Dallas County, Texas",3913,383
48113000702,"Census Tract 7.02, Dallas County, Texas",2657,356
48113000800,"Census Tract 8, Dallas County, Texas",4659,2572
48113000900,"Census Tract 9, Dallas County, Texas",3619,2099
48113001001,"Census Tract 10.01, Dallas County, Texas",1397,280
48113001002,"Census Tract 10.02, Dallas County, Texas",1830,853
48113001101,"Census Tract 11.01, Dallas County, Texas",2876,602
48113001102,"Census Tract 11.02, Dallas County, Texas",1850,191
48113001202,"Census Tract 12.02, Dallas County, Texas",2419,788
48113001203,"Census Tract 12.03, Dallas County, Texas",1061,553
48113001204,"Census Tract 12.04, Dallas County, Texas",1703,1525
48113001301,"Census Tract 13.01, Dallas County, Texas",2258,448
48113001302,"Census Tract 13.02, Dallas County, Texas",2059,939
48113001400,"Census Tract 14, Dallas County, Texas",2904,1111
48113001502,"Census Tract 15.02, Dallas County, Texas",2464,1509
48113001503,"Census Tract 15.03, Dallas County, Texas",2334,1251
48113001504,"Census Tract 15.04, Dallas County, Texas",1999,726
48113001600,"Census Tract 16, Dallas County, Texas",2981,412
48113001701,"Census Tract 17.01, Dallas County, Texas",74,5
48113001703,"Census Tract 17.03, Dallas County, Texas",3093,214
48113001704,"Census Tract 17.04, Dallas County, Texas",1362,95
48113001800,"Census Tract 18, Dallas County, Texas",3518,338
48113001900,"Census Tract 19, Dallas County, Texas",3873,331
48113002000,"Census Tract 20, Dallas County, Texas",4061,2689
48113002100,"Census Tract 21, Dallas County, Texas",1140,132
48113002200,"Census Tract 22, Dallas County, Texas",2162,264
48113002400,"Census Tract 24, Dallas County, Texas",2546,2145
48113002500,"Census Tract 25, Dallas County, Texas",3670,2321
48113002701,"Census Tract 27.01, Dallas County, Texas",2137,153
48113002702,"Census Tract 27.02, Dallas County, Texas",1195,90
48113003101,"Census Tract 31.01, Dallas County, Texas",2382,336
48113003400,"Census Tract 34, Dallas County, Texas",940,107
48113003700,"Census Tract 37, Dallas County, Texas",2414,134
48113003800,"Census Tract 38, Dallas County, Texas",1610,50
48113003901,"Census Tract 39.01, Dallas County, Texas",1160,51
48113003902,"Census Tract 39.02, Dallas County, Texas",1398,248
48113004000,"Census Tract 40, Dallas County, Texas",851,76
48113004100,"Census Tract 41, Dallas County, Texas",727,257
48113004201,"Census Tract 42.01, Dallas County, Texas",2973,1623
48113004202,"Census Tract 42.02, Dallas County, Texas",1671,916
48113004300,"Census Tract 43, Dallas County, Texas",1616,1301
48113004400,"Census Tract 44, Dallas County, Texas",2495,498
48113004500,"Census Tract 45, Dallas County, Texas",4105,3139
48113004600,"Census Tract 46, Dallas County, Texas",1357,558
48113004700,"Census Tract 47, Dallas County, Texas",2594,2215
48113004800,"Census Tract 48, Dallas County, Texas",2068,1888
48113004900,"Census Tract 49, Dallas County, Texas",2749,873
48113005000,"Census Tract 50, Dallas County, Texas",2947,2381
48113005100,"Census Tract 51, Dallas County, Texas",1972,1705
48113005200,"Census Tract 52, Dallas County, Texas",3216,2657
48113005300,"Census Tract 53, Dallas County, Texas",4764,4017
48113005400,"Census Tract 54, Dallas County, Texas",3767,1720
48113005500,"Census Tract 55, Dallas County, Texas",2549,859
48113005600,"Census Tract 56, Dallas County, Texas",4394,2901
48113005700,"Census Tract 57, Dallas County, Texas",3163,1011
48113005901,"Census Tract 59.01, Dallas County, Texas",3796,726
48113005902,"Census Tract 59.02, Dallas County, Texas",3180,469
48113006001,"Census Tract 60.01, Dallas County, Texas",2605,1770
48113006002,"Census Tract 60.02, Dallas County, Texas",4076,842
48113006100,"Census Tract 61, Dallas County, Texas",2986,1098
48113006200,"Census Tract 62, Dallas County, Texas",3927,2123
48113006301,"Census Tract 63.01, Dallas County, Texas",3900,3069
48113006302,"Census Tract 63.02, Dallas County, Texas",3063,2327
48113006401,"Census Tract 64.01, Dallas County, Texas",1686,1506
48113006402,"Census Tract 64.02, Dallas County, Texas",3425,3153
48113006501,"Census Tract 65.01, Dallas County, Texas",4047,3604
48113006502,"Census Tract 65.02, Dallas County, Texas",2536,2238
48113006700,"Census Tract 67, Dallas County, Texas",4791,4287
48113006800,"Census Tract 68, Dallas County, Texas",3534,2543
48113006900,"Census Tract 69, Dallas County, Texas",2318,1565
48113007101,"Census Tract 71.01, Dallas County, Texas",1483,62
48113007102,"Census Tract 71.02, Dallas County, Texas",4739,1257
48113007201,"Census Tract 72.01, Dallas County, Texas",5355,4944
48113007202,"Census Tract 72.02, Dallas County, Texas",5219,4959
48113007301,"Census Tract 73.01, Dallas County, Texas",1460,38
48113007302,"Census Tract 73.02, Dallas County, Texas",3228,761
48113007601,"Census Tract 76.01, Dallas County, Texas",1447,145
48113007604,"Census Tract 76.04, Dallas County, Texas",2334,86
48113007605,"Census Tract 76.05, Dallas County, Texas",1469,57
48113007700,"Census Tract 77, Dallas County, Texas",4287,157
48113007801,"Census Tract 78.01, Dallas County, Texas",1920,73
48113007804,"Census Tract 78.04, Dallas County, Texas",3904,545
48113007805,"Census Tract 78.05, Dallas County, Texas",2789,445
48113007809,"Census Tract 78.09, Dallas County, Texas",1832,287
48113007810,"Census Tract 78.10, Dallas County, Texas",3005,490
48113007811,"Census Tract 78.11, Dallas County, Texas",3510,587
48113007812,"Census Tract 78.12, Dallas County, Texas",2254,74
48113007815,"Census Tract 78.15, Dallas County, Texas",3075,1252
48113007818,"Census Tract 78.18, Dallas County, Texas",4049,2411
48113007819,"Census Tract 78.19, Dallas County, Texas",1531,733
48113007820,"Census Tract 78.20, Dallas County, Texas",3808,1997
48113007821,"Census Tract 78.21, Dallas County, Texas",2915,1420
48113007822,"Census Tract 78.22, Dallas County, Texas",1017,177
48113007823,"Census Tract 78.23, Dallas County, Texas",1075,524
48113007824,"Census Tract 78.24, Dallas County, Texas",1290,48
48113007825,"Census Tract 78.25, Dallas County, Texas",3993,783
48113007826,"Census Tract 78.26, Dallas County, Texas",253,84
48113007827,"Census Tract 78.27, Dallas County, Texas",1783,314
48113007902,"Census Tract 79.02, Dallas County, Texas",4225,610
48113007903,"Census Tract 79.03, Dallas County, Texas",1568,106
48113007906,"Census Tract 79.06, Dallas County, Texas",1850,59
48113007909,"Census Tract 79.09, Dallas County, Texas",1902,374
48113007910,"Census Tract 79.10, Dallas County, Texas",2952,501
48113007911,"Census Tract 79.11, Dallas County, Texas",2994,486
48113007912,"Census Tract 79.12, Dallas County, Texas",1675,230
48113007913,"Census Tract 79.13, Dallas County, Texas",1636,308
48113007914,"Census Tract 79.14, Dallas County, Texas",2119,277
48113008000,"Census Tract 80, Dallas County, Texas",4919,259
48113008100,"Census Tract 81, Dallas County, Texas",5198,563
48113008200,"Census Tract 82, Dallas County, Texas",3079,485
48113008400,"Census Tract 84, Dallas County, Texas",6460,5025
48113008500,"Census Tract 85, Dallas County, Texas",3310,2151
48113008603,"Census Tract 86.03, Dallas County, Texas",793,288
48113008604,"Census Tract 86.04, Dallas County, Texas",2087,344
48113008701,"Census Tract 87.01, Dallas County, Texas",3100,207
48113008703,"Census Tract 87.03, Dallas County, Texas",1892,473
48113008704,"Census Tract 87.04, Dallas County, Texas",2510,183
48113008705,"Census Tract 87.05, Dallas County, Texas",1016,157
48113008801,"Census Tract 88.01, Dallas County, Texas",1935,197
48113008802,"Census Tract 88.02, Dallas County, Texas",3710,656
48113008900,"Census Tract 89, Dallas County, Texas",1960,487
48113009000,"Census Tract 90, Dallas County, Texas",5325,2925
48113009101,"Census Tract 91.01, Dallas County, Texas",3694,2224
48113009103,"Census Tract 91.03, Dallas County, Texas",2297,1304
48113009104,"Census Tract 91.04, Dallas County, Texas",2276,1511
48113009105,"Census Tract 91.05, Dallas County, Texas",2634,2005
48113009201,"Census Tract 92.01, Dallas County, Texas",4292,2615
48113009202,"Census Tract 92.02, Dallas County, Texas",3832,2718
48113009301,"Census Tract 93.01, Dallas County, Texas",3113,2570
48113009303,"Census Tract 93.03, Dallas County, Texas",2698,2072
48113009304,"Census Tract 93.04, Dallas County, Texas",3660,1056
48113009401,"Census Tract 94.01, Dallas County, Texas",2748,1525
48113009402,"Census Tract 94.02, Dallas County, Texas",2000,292
48113009500,"Census Tract 95, Dallas County, Texas",1744,146
48113009603,"Census Tract 96.03, Dallas County, Texas",3443,364
48113009604,"Census Tract 96.04, Dallas County, Texas",3587,1026
48113009605,"Census Tract 96.05, Dallas County, Texas",2453,1398
48113009607,"Census Tract 96.07, Dallas County, Texas",2711,715
48113009608,"Census Tract 96.08, Dallas County, Texas",3624,1375
48113009609,"Census Tract 96.09, Dallas County, Texas",2232,148
48113009610,"Census Tract 96.10, Dallas County, Texas",3279,3056
48113009611,"Census Tract 96.11, Dallas County, Texas",2583,1443
48113009701,"Census Tract 97.01, Dallas County, Texas",3376,2213
48113009702,"Census Tract 97.02, Dallas County, Texas",2332,343
48113009802,"Census Tract 98.02, Dallas County, Texas",4129,3717
48113009803,"Census Tract 98.03, Dallas County, Texas",1683,1045
48113009804,"Census Tract 98.04, Dallas County, Texas",4565,4256
48113009900,"Census Tract 99, Dallas County, Texas",2039,785
48113010000,"Census Tract 100, Dallas County, Texas",11107,2106
48113010101,"Census Tract 101.01, Dallas County, Texas",3096,1329
48113010102,"Census Tract 101.02, Dallas County, Texas",2165,1984
48113010500,"Census Tract 105, Dallas County, Texas",1835,916
48113010601,"Census Tract 106.01, Dallas County, Texas",3811,3529
48113010602,"Census Tract 106.02, Dallas County, Texas",1817,1427
48113010701,"Census Tract 107.01, Dallas County, Texas",3124,2513
48113010703,"Census Tract 107.03, Dallas County, Texas",2032,1518
48113010704,"Census Tract 107.04, Dallas County, Texas",3347,2327
48113010801,"Census Tract 108.01, Dallas County, Texas",6288,4508
48113010803,"Census Tract 108.03, Dallas County, Texas",4926,1553
48113010804,"Census Tract 108.04, Dallas County, Texas",3004,1730
48113010805,"Census Tract 108.05, Dallas County, Texas",3730,2400
48113010902,"Census Tract 109.02, Dallas County, Texas",4289,355
48113010903,"Census Tract 109.03, Dallas County, Texas",2208,814
48113010904,"Census Tract 109.04, Dallas County, Texas",2322,329
48113011001,"Census Tract 110.01, Dallas County, Texas",5047,410
48113011002,"Census Tract 110.02, Dallas County, Texas",2510,346
48113011101,"Census Tract 111.01, Dallas County, Texas",3090,161
48113011103,"Census Tract 111.03, Dallas County, Texas",2770,1139
48113011104,"Census Tract 111.04, Dallas County, Texas",2592,395
48113011105,"Census Tract 111.05, Dallas County, Texas",2760,715
48113011200,"Census Tract 112, Dallas County, Texas",4221,640
48113011300,"Census Tract 113, Dallas County, Texas",3900,194
48113011401,"Census Tract 114.01, Dallas County, Texas",3094,234
48113011500,"Census Tract 115, Dallas County, Texas",2074,1281
48113011601,"Census Tract 116.01, Dallas County, Texas",3151,1052
48113011602,"Census Tract 116.02, Dallas County, Texas",3941,2616
48113011701,"Census Tract 117.01, Dallas County, Texas",3983,2402
48113011702,"Census Tract 117.02, Dallas County, Texas",3499,2308
48113011800,"Census Tract 118, Dallas County, Texas",6029,3143
48113011900,"Census Tract 119, Dallas County, Texas",6123,3544
48113012000,"Census Tract 120, Dallas County, Texas",4829,2231
48113012100,"Census Tract 121, Dallas County, Texas",3695,1571
48113012204,"Census Tract 122.04, Dallas County, Texas",4391,1271
48113012206,"Census Tract 122.06, Dallas County, Texas",3540,913
48113012207,"Census Tract 122.07, Dallas County, Texas",4953,2042
48113012208,"Census Tract 122.08, Dallas County, Texas",1726,958
48113012209,"Census Tract 122.09, Dallas County, Texas",2149,797
48113012210,"Census Tract 122.10, Dallas County, Texas",2992,752
48113012211,"Census Tract 122.11, Dallas County, Texas",2782,1103
48113012301,"Census Tract 123.01, Dallas County, Texas",2988,1727
48113012302,"Census Tract 123.02, Dallas County, Texas",4487,1626
48113012400,"Census Tract 124, Dallas County, Texas",4035,1310
48113012500,"Census Tract 125, Dallas County, Texas",5388,3100
48113012601,"Census Tract 126.01, Dallas County, Texas",3952,2117
48113012603,"Census Tract 126.03, Dallas County, Texas",1370,640
48113012604,"Census Tract 126.04, Dallas County, Texas",3825,1352
48113012701,"Census Tract 127.01, Dallas County, Texas",4325,2398
48113012702,"Census Tract 127.02, Dallas County, Texas",2099,1148
48113012800,"Census Tract 128, Dallas County, Texas",5548,1625
48113012900,"Census Tract 129, Dallas County, Texas",3575,422
48113013004,"Census Tract 130.04, Dallas County, Texas",4562,294
48113013005,"Census Tract 130.05, Dallas County, Texas",2639,166
48113013007,"Census Tract 130.07, Dallas County, Texas",2506,537
48113013008,"Census Tract 130.08, Dallas County, Texas",2594,488
48113013009,"Census Tract 130.09, Dallas County, Texas",3314,559
48113013010,"Census Tract 130.10, Dallas County, Texas",3200,1617
48113013011,"Census Tract 130.11, Dallas County, Texas",3235,2038
48113013101,"Census Tract 131.01, Dallas County, Texas",2201,114
48113013102,"Census Tract 131.02, Dallas County, Texas",1403,62
48113013104,"Census Tract 131.04, Dallas County, Texas",794,78
48113013105,"Census Tract 131.05, Dallas County, Texas",4888,1805
48113013200,"Census Tract 132, Dallas County, Texas",5369,426
48113013300,"Census Tract 133, Dallas County, Texas",1472,52
48113013400,"Census Tract 134, Dallas County, Texas",1394,59
48113013500,"Census Tract 135, Dallas County, Texas",1731,60
48113013605,"Census Tract 136.05, Dallas County, Texas",4019,300
48113013606,"Census Tract 136.06, Dallas County, Texas",4223,850
48113013607,"Census Tract 136.07, Dallas County, Texas",2546,253
48113013608,"Census Tract 136.08, Dallas County, Texas",2015,72
48113013609,"Census Tract 136.09, Dallas County, Texas",2460,788
48113013610,"Census Tract 136.10, Dallas County, Texas",3206,1099
48113013611,"Census Tract 136.11, Dallas County, Texas",2334,102
48113013615,"Census Tract 136.15, Dallas County, Texas",3872,2114
48113013616,"Census Tract 136.16, Dallas County, Texas",5002,855
48113013617,"Census Tract 136.17, Dallas County, Texas",2165,161
48113013618,"Census Tract 136.18, Dallas County, Texas",1785,93
48113013619,"Census Tract 136.19, Dallas County, Texas",3802,307
48113013620,"Census Tract 136.20, Dallas County, Texas",3682,420
48113013621,"Census Tract 136.21, Dallas County, Texas",3174,729
48113013622,"Census Tract 136.22, Dallas County, Texas",2485,383
48113013623,"Census Tract 136.23, Dallas County, Texas",4969,1957
48113013624,"Census Tract 136.24, Dallas County, Texas",2809,548
48113013625,"Census Tract 136.25, Dallas County, Texas",1893,951
48113013626,"Census Tract 136.26, Dallas County, Texas",2106,836
48113013711,"Census Tract 137.11, Dallas County, Texas",1845,1411
48113013712,"Census Tract 137.12, Dallas County, Texas",1571,912
48113013713,"Census Tract 137.13, Dallas County, Texas",1157,992
48113013714,"Census Tract 137.14, Dallas County, Texas",4075,2933
48113013715,"Census Tract 137.15, Dallas County, Texas",1599,990
48113013716,"Census Tract 137.16, Dallas County, Texas",3348,1052
48113013717,"Census Tract 137.17, Dallas County, Texas",1872,1172
48113013718,"Census Tract 137.18, Dallas County, Texas",3051,2204
48113013719,"Census Tract 137.19, Dallas County, Texas",2757,374
48113013720,"Census Tract 137.20, Dallas County, Texas",3956,1479
48113013721,"Census Tract 137.21, Dallas County, Texas",4774,546
48113013722,"Census Tract 137.22, Dallas County, Texas",2935,729
48113013725,"Census Tract 137.25, Dallas County, Texas",2849,985
