GEOid,GEOid2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03
1400000US48099010201,48099010201,"Census Tract 102.01, Coryell County, Texas",3073,1167,2293,818,780,376
1400000US48099010202,48099010202,"Census Tract 102.02, Coryell County, Texas",7489,796,6571,767,918,353
1400000US48099010300,48099010300,"Census Tract 103, Coryell County, Texas",2857,489,2291,490,566,294
1400000US48099010400,48099010400,"Census Tract 104, Coryell County, Texas",5390,687,4728,553,662,436
1400000US48099010501,48099010501,"Census Tract 105.01, Coryell County, Texas",5844,525,4595,519,1249,493
1400000US48099010502,48099010502,"Census Tract 105.02, Coryell County, Texas",3665,623,2519,479,1146,546
1400000US48099010503,48099010503,"Census Tract 105.03, Coryell County, Texas",4018,1297,3304,1088,714,279
1400000US48099010504,48099010504,"Census Tract 105.04, Coryell County, Texas",2286,464,1920,436,366,172
1400000US48099010601,48099010601,"Census Tract 106.01, Coryell County, Texas",4449,624,3881,561,568,336
1400000US48099010603,48099010603,"Census Tract 106.03, Coryell County, Texas",5490,652,4556,620,934,355
1400000US48099010604,48099010604,"Census Tract 106.04, Coryell County, Texas",3367,496,2924,506,443,246
1400000US48099010701,48099010701,"Census Tract 107.01, Coryell County, Texas",4253,464,3714,461,539,202
1400000US48099010702,48099010702,"Census Tract 107.02, Coryell County, Texas",3432,368,2979,383,453,283
1400000US48099010802,48099010802,"Census Tract 108.02, Coryell County, Texas",5265,468,4432,408,833,278
1400000US48099010803,48099010803,"Census Tract 108.03, Coryell County, Texas",3174,501,2818,504,356,184
1400000US48099010804,48099010804,"Census Tract 108.04, Coryell County, Texas",3952,597,3576,517,376,262
1400000US48099980000,48099980000,"Census Tract 9800, Coryell County, Texas",0,127,0,127,0,127
1400000US48101950100,48101950100,"Census Tract 9501, Cottle County, Texas",1618,137,1379,144,239,78
1400000US48103950100,48103950100,"Census Tract 9501, Crane County, Texas",4141,,2089,169,2052,169
1400000US48105950100,48105950100,"Census Tract 9501, Crockett County, Texas",3746,,1583,286,2163,286
1400000US48107950100,48107950100,"Census Tract 9501, Crosby County, Texas",2201,235,1151,131,1050,185
1400000US48107950200,48107950200,"Census Tract 9502, Crosby County, Texas",2578,266,1167,156,1411,215
1400000US48107950300,48107950300,"Census Tract 9503, Crosby County, Texas",1428,196,753,125,675,151
1400000US48109950300,48109950300,"Census Tract 9503, Culberson County, Texas",2480,,702,222,1778,222
1400000US48111950100,48111950100,"Census Tract 9501, Dallam County, Texas",1466,280,1226,235,240,156
1400000US48111950300,48111950300,"Census Tract 9503, Dallam County, Texas",5005,280,2827,235,2178,156
1400000US48113000100,48113000100,"Census Tract 1, Dallas County, Texas",3926,282,3457,338,469,241
1400000US48113000201,48113000201,"Census Tract 2.01, Dallas County, Texas",3177,227,3049,230,128,78
1400000US48113000202,48113000202,"Census Tract 2.02, Dallas County, Texas",3380,230,2981,235,399,135
1400000US48113000300,48113000300,"Census Tract 3, Dallas County, Texas",3852,416,3035,359,817,264
1400000US48113000401,48113000401,"Census Tract 4.01, Dallas County, Texas",3213,479,1025,304,2188,348
1400000US48113000404,48113000404,"Census Tract 4.04, Dallas County, Texas",3996,653,1752,318,2244,622
1400000US48113000405,48113000405,"Census Tract 4.05, Dallas County, Texas",2703,471,1524,290,1179,444
1400000US48113000406,48113000406,"Census Tract 4.06, Dallas County, Texas",7599,891,1084,307,6515,959
1400000US48113000500,48113000500,"Census Tract 5, Dallas County, Texas",4632,717,2608,380,2024,632
1400000US48113000601,48113000601,"Census Tract 6.01, Dallas County, Texas",6747,916,2660,365,4087,845
1400000US48113000603,48113000603,"Census Tract 6.03, Dallas County, Texas",3614,347,3284,335,330,150
1400000US48113000605,48113000605,"Census Tract 6.05, Dallas County, Texas",2182,248,1995,231,187,168
1400000US48113000606,48113000606,"Census Tract 6.06, Dallas County, Texas",3073,334,2946,334,127,66
1400000US48113000701,48113000701,"Census Tract 7.01, Dallas County, Texas",3943,401,3404,337,539,289
1400000US48113000702,48113000702,"Census Tract 7.02, Dallas County, Texas",3033,316,2232,283,801,288
1400000US48113000800,48113000800,"Census Tract 8, Dallas County, Texas",6078,555,1688,264,4390,519
1400000US48113000900,48113000900,"Census Tract 9, Dallas County, Texas",5127,917,973,212,4154,954
1400000US48113001001,48113001001,"Census Tract 10.01, Dallas County, Texas",1566,239,1164,221,402,146
1400000US48113001002,48113001002,"Census Tract 10.02, Dallas County, Texas",2265,347,1091,274,1174,313
1400000US48113001101,48113001101,"Census Tract 11.01, Dallas County, Texas",3681,420,2564,255,1117,330
1400000US48113001102,48113001102,"Census Tract 11.02, Dallas County, Texas",2238,250,1788,254,450,248
1400000US48113001202,48113001202,"Census Tract 12.02, Dallas County, Texas",3013,470,1895,321,1118,480
1400000US48113001203,48113001203,"Census Tract 12.03, Dallas County, Texas",1734,252,304,95,1430,290
1400000US48113001204,48113001204,"Census Tract 12.04, Dallas County, Texas",3063,496,227,116,2836,482
1400000US48113001301,48113001301,"Census Tract 13.01, Dallas County, Texas",2271,280,1840,243,431,180
1400000US48113001302,48113001302,"Census Tract 13.02, Dallas County, Texas",2468,394,1265,192,1203,426
1400000US48113001400,48113001400,"Census Tract 14, Dallas County, Texas",3544,456,2098,354,1446,542
1400000US48113001502,48113001502,"Census Tract 15.02, Dallas County, Texas",3366,456,1051,218,2315,479
1400000US48113001503,48113001503,"Census Tract 15.03, Dallas County, Texas",3318,523,1046,252,2272,517
1400000US48113001504,48113001504,"Census Tract 15.04, Dallas County, Texas",2401,281,1226,209,1175,315
1400000US48113001600,48113001600,"Census Tract 16, Dallas County, Texas",4353,809,3158,629,1195,719
1400000US48113001701,48113001701,"Census Tract 17.01, Dallas County, Texas",24,21,24,21,0,127
1400000US48113001703,48113001703,"Census Tract 17.03, Dallas County, Texas",2565,238,2329,225,236,111
1400000US48113001704,48113001704,"Census Tract 17.04, Dallas County, Texas",1015,250,988,252,27,34
1400000US48113001800,48113001800,"Census Tract 18, Dallas County, Texas",3272,285,3051,301,221,135
1400000US48113001900,48113001900,"Census Tract 19, Dallas County, Texas",3463,316,2849,360,614,194
1400000US48113002000,48113002000,"Census Tract 20, Dallas County, Texas",6747,818,1559,322,5188,727
1400000US48113002100,48113002100,"Census Tract 21, Dallas County, Texas",856,122,731,131,125,70
1400000US48113002200,48113002200,"Census Tract 22, Dallas County, Texas",2093,353,1829,378,264,112
1400000US48113002400,48113002400,"Census Tract 24, Dallas County, Texas",3230,477,506,150,2724,497
1400000US48113002500,48113002500,"Census Tract 25, Dallas County, Texas",5030,714,1570,412,3460,562
1400000US48113002701,48113002701,"Census Tract 27.01, Dallas County, Texas",2205,385,1695,311,510,270
1400000US48113002702,48113002702,"Census Tract 27.02, Dallas County, Texas",1561,281,1451,292,110,82
1400000US48113003101,48113003101,"Census Tract 31.01, Dallas County, Texas",2523,273,2221,277,302,118
1400000US48113003400,48113003400,"Census Tract 34, Dallas County, Texas",1227,312,973,356,254,175
1400000US48113003700,48113003700,"Census Tract 37, Dallas County, Texas",3496,461,3430,492,66,93
1400000US48113003800,48113003800,"Census Tract 38, Dallas County, Texas",1739,204,1679,209,60,60
1400000US48113003901,48113003901,"Census Tract 39.01, Dallas County, Texas",1798,593,1798,593,0,127
1400000US48113003902,48113003902,"Census Tract 39.02, Dallas County, Texas",1789,379,1477,381,312,215
1400000US48113004000,48113004000,"Census Tract 40, Dallas County, Texas",795,191,776,191,19,22
1400000US48113004100,48113004100,"Census Tract 41, Dallas County, Texas",1173,303,889,305,284,219
1400000US48113004201,48113004201,"Census Tract 42.01, Dallas County, Texas",3548,554,1558,228,1990,529
1400000US48113004202,48113004202,"Census Tract 42.02, Dallas County, Texas",2097,428,651,202,1446,371
1400000US48113004300,48113004300,"Census Tract 43, Dallas County, Texas",2456,367,617,320,1839,439
1400000US48113004400,48113004400,"Census Tract 44, Dallas County, Texas",3507,350,2546,236,961,327
1400000US48113004500,48113004500,"Census Tract 45, Dallas County, Texas",6017,701,1166,281,4851,755
1400000US48113004600,48113004600,"Census Tract 46, Dallas County, Texas",1177,233,768,159,409,135
1400000US48113004700,48113004700,"Census Tract 47, Dallas County, Texas",3657,584,486,210,3171,579
1400000US48113004800,48113004800,"Census Tract 48, Dallas County, Texas",2853,489,283,164,2570,514
1400000US48113004900,48113004900,"Census Tract 49, Dallas County, Texas",3804,616,2694,625,1110,359
1400000US48113005000,48113005000,"Census Tract 50, Dallas County, Texas",4017,522,529,182,3488,566
1400000US48113005100,48113005100,"Census Tract 51, Dallas County, Texas",2918,461,538,236,2380,448
1400000US48113005200,48113005200,"Census Tract 52, Dallas County, Texas",5732,686,653,193,5079,714
1400000US48113005300,48113005300,"Census Tract 53, Dallas County, Texas",6834,635,878,175,5956,633
1400000US48113005400,48113005400,"Census Tract 54, Dallas County, Texas",4899,645,2402,447,2497,589
1400000US48113005500,48113005500,"Census Tract 55, Dallas County, Texas",3747,537,2140,358,1607,451
1400000US48113005600,48113005600,"Census Tract 56, Dallas County, Texas",6753,825,1739,340,5014,798
1400000US48113005700,48113005700,"Census Tract 57, Dallas County, Texas",4204,506,2624,418,1580,384
1400000US48113005901,48113005901,"Census Tract 59.01, Dallas County, Texas",5606,598,4640,510,966,358
1400000US48113005902,48113005902,"Census Tract 59.02, Dallas County, Texas",3452,388,3062,356,390,167
1400000US48113006001,48113006001,"Census Tract 60.01, Dallas County, Texas",4401,414,1130,327,3271,452
1400000US48113006002,48113006002,"Census Tract 60.02, Dallas County, Texas",3918,527,3305,487,613,278
1400000US48113006100,48113006100,"Census Tract 61, Dallas County, Texas",4363,376,2220,327,2143,404
1400000US48113006200,48113006200,"Census Tract 62, Dallas County, Texas",6013,520,2509,390,3504,495
1400000US48113006301,48113006301,"Census Tract 63.01, Dallas County, Texas",5999,475,1302,198,4697,472
1400000US48113006302,48113006302,"Census Tract 63.02, Dallas County, Texas",4303,365,826,272,3477,494
1400000US48113006401,48113006401,"Census Tract 64.01, Dallas County, Texas",3118,571,211,132,2907,576
1400000US48113006402,48113006402,"Census Tract 64.02, Dallas County, Texas",6029,597,259,141,5770,656
1400000US48113006501,48113006501,"Census Tract 65.01, Dallas County, Texas",6649,456,590,264,6059,474
1400000US48113006502,48113006502,"Census Tract 65.02, Dallas County, Texas",3728,466,411,120,3317,456
1400000US48113006700,48113006700,"Census Tract 67, Dallas County, Texas",7111,672,443,164,6668,704
1400000US48113006800,48113006800,"Census Tract 68, Dallas County, Texas",5288,567,1171,337,4117,539
1400000US48113006900,48113006900,"Census Tract 69, Dallas County, Texas",3772,463,563,169,3209,502
1400000US48113007101,48113007101,"Census Tract 71.01, Dallas County, Texas",1800,145,1727,146,73,67
1400000US48113007102,48113007102,"Census Tract 71.02, Dallas County, Texas",6435,683,4408,435,2027,731
1400000US48113007201,48113007201,"Census Tract 72.01, Dallas County, Texas",9490,1096,801,368,8689,1105
1400000US48113007202,48113007202,"Census Tract 72.02, Dallas County, Texas",8274,888,154,125,8120,883
1400000US48113007301,48113007301,"Census Tract 73.01, Dallas County, Texas",1962,185,1849,130,113,114
1400000US48113007302,48113007302,"Census Tract 73.02, Dallas County, Texas",3728,543,2831,341,897,394
1400000US48113007601,48113007601,"Census Tract 76.01, Dallas County, Texas",1906,288,1732,242,174,125
1400000US48113007604,48113007604,"Census Tract 76.04, Dallas County, Texas",3293,211,3186,210,107,98
1400000US48113007605,48113007605,"Census Tract 76.05, Dallas County, Texas",1810,175,1765,160,45,45
1400000US48113007700,48113007700,"Census Tract 77, Dallas County, Texas",4688,396,4666,391,22,36
1400000US48113007801,48113007801,"Census Tract 78.01, Dallas County, Texas",2362,127,2336,134,26,40
1400000US48113007804,48113007804,"Census Tract 78.04, Dallas County, Texas",5629,628,4987,613,642,223
1400000US48113007805,48113007805,"Census Tract 78.05, Dallas County, Texas",3313,272,2733,278,580,101
1400000US48113007809,48113007809,"Census Tract 78.09, Dallas County, Texas",2062,286,1627,272,435,254
1400000US48113007810,48113007810,"Census Tract 78.10, Dallas County, Texas",3464,419,3256,431,208,138
1400000US48113007811,48113007811,"Census Tract 78.11, Dallas County, Texas",4774,621,3921,592,853,416
1400000US48113007812,48113007812,"Census Tract 78.12, Dallas County, Texas",3202,202,3042,284,160,124
1400000US48113007815,48113007815,"Census Tract 78.15, Dallas County, Texas",5013,657,2204,553,2809,628
1400000US48113007818,48113007818,"Census Tract 78.18, Dallas County, Texas",4934,655,1578,347,3356,679
1400000US48113007819,48113007819,"Census Tract 78.19, Dallas County, Texas",3255,485,1276,249,1979,521
1400000US48113007820,48113007820,"Census Tract 78.20, Dallas County, Texas",5195,802,1485,365,3710,899
1400000US48113007821,48113007821,"Census Tract 78.21, Dallas County, Texas",3879,681,2283,586,1596,533
1400000US48113007822,48113007822,"Census Tract 78.22, Dallas County, Texas",971,346,653,198,318,300
1400000US48113007823,48113007823,"Census Tract 78.23, Dallas County, Texas",1324,409,866,342,458,267
1400000US48113007824,48113007824,"Census Tract 78.24, Dallas County, Texas",1576,119,1576,119,0,127
1400000US48113007825,48113007825,"Census Tract 78.25, Dallas County, Texas",5291,474,4111,472,1180,384
1400000US48113007826,48113007826,"Census Tract 78.26, Dallas County, Texas",486,226,323,175,163,175
1400000US48113007827,48113007827,"Census Tract 78.27, Dallas County, Texas",3122,411,2769,410,353,190
1400000US48113007902,48113007902,"Census Tract 79.02, Dallas County, Texas",5813,789,4902,726,911,342
1400000US48113007903,48113007903,"Census Tract 79.03, Dallas County, Texas",1996,275,1526,121,470,268
1400000US48113007906,48113007906,"Census Tract 79.06, Dallas County, Texas",2302,159,2194,160,108,82
1400000US48113007909,48113007909,"Census Tract 79.09, Dallas County, Texas",2171,240,1650,198,521,265
1400000US48113007910,48113007910,"Census Tract 79.10, Dallas County, Texas",3276,350,2753,328,523,221
1400000US48113007911,48113007911,"Census Tract 79.11, Dallas County, Texas",2641,315,2212,312,429,195
1400000US48113007912,48113007912,"Census Tract 79.12, Dallas County, Texas",1796,173,1593,165,203,158
1400000US48113007913,48113007913,"Census Tract 79.13, Dallas County, Texas",1857,400,1213,255,644,301
1400000US48113007914,48113007914,"Census Tract 79.14, Dallas County, Texas",2026,255,1804,238,222,107
1400000US48113008000,48113008000,"Census Tract 80, Dallas County, Texas",5904,339,5761,338,143,89
1400000US48113008100,48113008100,"Census Tract 81, Dallas County, Texas",6151,554,5305,425,846,366
1400000US48113008200,48113008200,"Census Tract 82, Dallas County, Texas",3844,360,3221,302,623,283
1400000US48113008400,48113008400,"Census Tract 84, Dallas County, Texas",9697,700,1493,235,8204,719
1400000US48113008500,48113008500,"Census Tract 85, Dallas County, Texas",5010,458,1424,320,3586,389
1400000US48113008603,48113008603,"Census Tract 86.03, Dallas County, Texas",1406,293,656,289,750,377
1400000US48113008604,48113008604,"Census Tract 86.04, Dallas County, Texas",2897,465,2366,414,531,354
1400000US48113008701,48113008701,"Census Tract 87.01, Dallas County, Texas",4059,493,3779,453,280,297
1400000US48113008703,48113008703,"Census Tract 87.03, Dallas County, Texas",2462,314,1622,221,840,295
1400000US48113008704,48113008704,"Census Tract 87.04, Dallas County, Texas",3428,514,3312,524,116,103
1400000US48113008705,48113008705,"Census Tract 87.05, Dallas County, Texas",1324,305,909,206,415,273
1400000US48113008801,48113008801,"Census Tract 88.01, Dallas County, Texas",2143,260,1802,254,341,129
1400000US48113008802,48113008802,"Census Tract 88.02, Dallas County, Texas",5307,553,4462,462,845,471
1400000US48113008900,48113008900,"Census Tract 89, Dallas County, Texas",2794,499,1816,303,978,391
1400000US48113009000,48113009000,"Census Tract 90, Dallas County, Texas",7324,748,3453,699,3871,607
1400000US48113009101,48113009101,"Census Tract 91.01, Dallas County, Texas",5762,560,1831,379,3931,612
1400000US48113009103,48113009103,"Census Tract 91.03, Dallas County, Texas",4116,522,1581,305,2535,505
1400000US48113009104,48113009104,"Census Tract 91.04, Dallas County, Texas",3502,434,916,193,2586,543
1400000US48113009105,48113009105,"Census Tract 91.05, Dallas County, Texas",3951,370,1330,545,2621,544
1400000US48113009201,48113009201,"Census Tract 92.01, Dallas County, Texas",6726,668,2444,340,4282,670
1400000US48113009202,48113009202,"Census Tract 92.02, Dallas County, Texas",6331,565,2094,424,4237,686
1400000US48113009301,48113009301,"Census Tract 93.01, Dallas County, Texas",5282,480,867,249,4415,497
1400000US48113009303,48113009303,"Census Tract 93.03, Dallas County, Texas",4382,648,678,197,3704,696
1400000US48113009304,48113009304,"Census Tract 93.04, Dallas County, Texas",6091,964,3873,550,2218,980
1400000US48113009401,48113009401,"Census Tract 94.01, Dallas County, Texas",3604,302,1447,174,2157,313
1400000US48113009402,48113009402,"Census Tract 94.02, Dallas County, Texas",2489,298,1823,232,666,385
1400000US48113009500,48113009500,"Census Tract 95, Dallas County, Texas",2304,165,1999,256,305,255
1400000US48113009603,48113009603,"Census Tract 96.03, Dallas County, Texas",4466,309,4031,378,435,168
1400000US48113009604,48113009604,"Census Tract 96.04, Dallas County, Texas",4169,511,2870,267,1299,474
1400000US48113009605,48113009605,"Census Tract 96.05, Dallas County, Texas",3229,387,1382,291,1847,395
1400000US48113009607,48113009607,"Census Tract 96.07, Dallas County, Texas",3938,618,2270,212,1668,623
1400000US48113009608,48113009608,"Census Tract 96.08, Dallas County, Texas",4889,599,2792,286,2097,612
1400000US48113009609,48113009609,"Census Tract 96.09, Dallas County, Texas",2966,169,2792,179,174,192
1400000US48113009610,48113009610,"Census Tract 96.10, Dallas County, Texas",4964,602,229,120,4735,611
1400000US48113009611,48113009611,"Census Tract 96.11, Dallas County, Texas",3408,404,1151,201,2257,412
1400000US48113009701,48113009701,"Census Tract 97.01, Dallas County, Texas",4412,384,1354,183,3058,381
1400000US48113009702,48113009702,"Census Tract 97.02, Dallas County, Texas",3052,195,2628,196,424,135
1400000US48113009802,48113009802,"Census Tract 98.02, Dallas County, Texas",6081,571,533,188,5548,612
1400000US48113009803,48113009803,"Census Tract 98.03, Dallas County, Texas",2812,609,701,178,2111,631
1400000US48113009804,48113009804,"Census Tract 98.04, Dallas County, Texas",7824,988,315,175,7509,932
1400000US48113009900,48113009900,"Census Tract 99, Dallas County, Texas",2329,307,1062,237,1267,367
1400000US48113010000,48113010000,"Census Tract 100, Dallas County, Texas",12823,1113,10334,840,2489,663
1400000US48113010101,48113010101,"Census Tract 101.01, Dallas County, Texas",4287,546,1956,462,2331,562
1400000US48113010102,48113010102,"Census Tract 101.02, Dallas County, Texas",3342,389,253,149,3089,400
1400000US48113010500,48113010500,"Census Tract 105, Dallas County, Texas",2901,470,967,322,1934,486
1400000US48113010601,48113010601,"Census Tract 106.01, Dallas County, Texas",6413,542,236,148,6177,516
1400000US48113010602,48113010602,"Census Tract 106.02, Dallas County, Texas",2548,390,601,160,1947,360
1400000US48113010701,48113010701,"Census Tract 107.01, Dallas County, Texas",3990,517,609,213,3381,541
1400000US48113010703,48113010703,"Census Tract 107.03, Dallas County, Texas",2995,474,814,272,2181,413
1400000US48113010704,48113010704,"Census Tract 107.04, Dallas County, Texas",4704,551,1374,351,3330,530
1400000US48113010801,48113010801,"Census Tract 108.01, Dallas County, Texas",8784,911,2648,495,6136,959
1400000US48113010803,48113010803,"Census Tract 108.03, Dallas County, Texas",6990,768,4018,525,2972,748
1400000US48113010804,48113010804,"Census Tract 108.04, Dallas County, Texas",3921,636,1242,292,2679,569
1400000US48113010805,48113010805,"Census Tract 108.05, Dallas County, Texas",5890,565,1862,383,4028,536
1400000US48113010902,48113010902,"Census Tract 109.02, Dallas County, Texas",5533,637,5285,548,248,252
1400000US48113010903,48113010903,"Census Tract 109.03, Dallas County, Texas",2836,334,1821,280,1015,264
1400000US48113010904,48113010904,"Census Tract 109.04, Dallas County, Texas",3340,570,2966,544,374,331
1400000US48113011001,48113011001,"Census Tract 110.01, Dallas County, Texas",6528,526,6117,532,411,271
1400000US48113011002,48113011002,"Census Tract 110.02, Dallas County, Texas",2945,354,2430,284,515,237
1400000US48113011101,48113011101,"Census Tract 111.01, Dallas County, Texas",3987,520,3934,521,53,27
1400000US48113011103,48113011103,"Census Tract 111.03, Dallas County, Texas",3893,489,2089,328,1804,358
1400000US48113011104,48113011104,"Census Tract 111.04, Dallas County, Texas",3710,514,3046,470,664,386
1400000US48113011105,48113011105,"Census Tract 111.05, Dallas County, Texas",3452,608,2913,509,539,403
1400000US48113011200,48113011200,"Census Tract 112, Dallas County, Texas",5464,539,4852,534,612,220
1400000US48113011300,48113011300,"Census Tract 113, Dallas County, Texas",4760,379,4567,359,193,125
1400000US48113011401,48113011401,"Census Tract 114.01, Dallas County, Texas",5301,632,5008,599,293,232
1400000US48113011500,48113011500,"Census Tract 115, Dallas County, Texas",2855,598,1551,381,1304,475
1400000US48113011601,48113011601,"Census Tract 116.01, Dallas County, Texas",4758,533,2673,483,2085,611
1400000US48113011602,48113011602,"Census Tract 116.02, Dallas County, Texas",5883,498,1942,329,3941,517
1400000US48113011701,48113011701,"Census Tract 117.01, Dallas County, Texas",6723,747,1705,474,5018,865
1400000US48113011702,48113011702,"Census Tract 117.02, Dallas County, Texas",4671,519,1647,461,3024,579
1400000US48113011800,48113011800,"Census Tract 118, Dallas County, Texas",9527,896,4337,624,5190,925
1400000US48113011900,48113011900,"Census Tract 119, Dallas County, Texas",8843,993,4170,568,4673,982
1400000US48113012000,48113012000,"Census Tract 120, Dallas County, Texas",6313,583,3795,480,2518,520
1400000US48113012100,48113012100,"Census Tract 121, Dallas County, Texas",5863,531,3408,425,2455,507
1400000US48113012204,48113012204,"Census Tract 122.04, Dallas County, Texas",6038,607,4393,583,1645,460
1400000US48113012206,48113012206,"Census Tract 122.06, Dallas County, Texas",5118,547,4012,544,1106,339
1400000US48113012207,48113012207,"Census Tract 122.07, Dallas County, Texas",6862,710,4338,653,2524,639
1400000US48113012208,48113012208,"Census Tract 122.08, Dallas County, Texas",2121,479,706,241,1415,505
1400000US48113012209,48113012209,"Census Tract 122.09, Dallas County, Texas",3000,417,1779,276,1221,394
1400000US48113012210,48113012210,"Census Tract 122.10, Dallas County, Texas",4318,429,2971,437,1347,433
1400000US48113012211,48113012211,"Census Tract 122.11, Dallas County, Texas",4318,502,2304,393,2014,451
1400000US48113012301,48113012301,"Census Tract 123.01, Dallas County, Texas",3799,240,2129,342,1670,332
1400000US48113012302,48113012302,"Census Tract 123.02, Dallas County, Texas",7664,1568,5528,1452,2136,687
1400000US48113012400,48113012400,"Census Tract 124, Dallas County, Texas",4593,427,3191,344,1402,442
1400000US48113012500,48113012500,"Census Tract 125, Dallas County, Texas",7187,566,3230,387,3957,558
1400000US48113012601,48113012601,"Census Tract 126.01, Dallas County, Texas",5464,611,3023,487,2441,578
1400000US48113012603,48113012603,"Census Tract 126.03, Dallas County, Texas",1990,293,863,174,1127,325
1400000US48113012604,48113012604,"Census Tract 126.04, Dallas County, Texas",5656,735,3985,597,1671,621
1400000US48113012701,48113012701,"Census Tract 127.01, Dallas County, Texas",6021,712,2200,422,3821,604
1400000US48113012702,48113012702,"Census Tract 127.02, Dallas County, Texas",2979,514,801,215,2178,551
1400000US48113012800,48113012800,"Census Tract 128, Dallas County, Texas",7723,744,5024,322,2699,747
1400000US48113012900,48113012900,"Census Tract 129, Dallas County, Texas",4259,307,3644,279,615,283
1400000US48113013004,48113013004,"Census Tract 130.04, Dallas County, Texas",5794,363,5347,381,447,131
1400000US48113013005,48113013005,"Census Tract 130.05, Dallas County, Texas",3798,282,3502,298,296,109
1400000US48113013007,48113013007,"Census Tract 130.07, Dallas County, Texas",3049,384,2310,208,739,363
1400000US48113013008,48113013008,"Census Tract 130.08, Dallas County, Texas",3482,251,2728,372,754,331
1400000US48113013009,48113013009,"Census Tract 130.09, Dallas County, Texas",4240,609,3645,642,595,211
1400000US48113013010,48113013010,"Census Tract 130.10, Dallas County, Texas",4303,486,2030,403,2273,471
1400000US48113013011,48113013011,"Census Tract 130.11, Dallas County, Texas",4338,535,1284,318,3054,545
1400000US48113013101,48113013101,"Census Tract 131.01, Dallas County, Texas",2526,135,2441,153,85,81
1400000US48113013102,48113013102,"Census Tract 131.02, Dallas County, Texas",1666,131,1492,159,174,152
1400000US48113013104,48113013104,"Census Tract 131.04, Dallas County, Texas",1045,212,923,184,122,95
1400000US48113013105,48113013105,"Census Tract 131.05, Dallas County, Texas",6071,649,3372,516,2699,641
1400000US48113013200,48113013200,"Census Tract 132, Dallas County, Texas",6218,506,5822,495,396,240
1400000US48113013300,48113013300,"Census Tract 133, Dallas County, Texas",2277,144,2045,144,232,160
1400000US48113013400,48113013400,"Census Tract 134, Dallas County, Texas",2076,157,2027,170,49,43
1400000US48113013500,48113013500,"Census Tract 135, Dallas County, Texas",2611,196,2527,198,84,63
1400000US48113013605,48113013605,"Census Tract 136.05, Dallas County, Texas",5157,270,4893,266,264,148
1400000US48113013606,48113013606,"Census Tract 136.06, Dallas County, Texas",5389,319,4348,399,1041,337
1400000US48113013607,48113013607,"Census Tract 136.07, Dallas County, Texas",3360,306,2986,214,374,298
1400000US48113013608,48113013608,"Census Tract 136.08, Dallas County, Texas",2577,264,2470,259,107,83
1400000US48113013609,48113013609,"Census Tract 136.09, Dallas County, Texas",3668,384,2447,340,1221,382
1400000US48113013610,48113013610,"Census Tract 136.10, Dallas County, Texas",4290,580,2472,335,1818,592
1400000US48113013611,48113013611,"Census Tract 136.11, Dallas County, Texas",2526,247,2406,256,120,116
1400000US48113013615,48113013615,"Census Tract 136.15, Dallas County, Texas",5107,705,2134,448,2973,828
1400000US48113013616,48113013616,"Census Tract 136.16, Dallas County, Texas",4549,490,3542,391,1007,382
1400000US48113013617,48113013617,"Census Tract 136.17, Dallas County, Texas",2948,270,2508,276,440,248
1400000US48113013618,48113013618,"Census Tract 136.18, Dallas County, Texas",2441,154,2394,166,47,62
1400000US48113013619,48113013619,"Census Tract 136.19, Dallas County, Texas",5511,331,4898,279,613,390
1400000US48113013620,48113013620,"Census Tract 136.20, Dallas County, Texas",4016,407,3337,395,679,261
1400000US48113013621,48113013621,"Census Tract 136.21, Dallas County, Texas",4117,487,2736,482,1381,443
1400000US48113013622,48113013622,"Census Tract 136.22, Dallas County, Texas",3232,553,2325,383,907,572
1400000US48113013623,48113013623,"Census Tract 136.23, Dallas County, Texas",5909,621,3455,431,2454,583
1400000US48113013624,48113013624,"Census Tract 136.24, Dallas County, Texas",3432,346,2785,316,647,318
1400000US48113013625,48113013625,"Census Tract 136.25, Dallas County, Texas",3057,572,1579,342,1478,653
1400000US48113013626,48113013626,"Census Tract 136.26, Dallas County, Texas",2531,317,1196,216,1335,308
1400000US48113013711,48113013711,"Census Tract 137.11, Dallas County, Texas",2856,421,732,270,2124,472
1400000US48113013712,48113013712,"Census Tract 137.12, Dallas County, Texas",2131,174,1186,151,945,173
1400000US48113013713,48113013713,"Census Tract 137.13, Dallas County, Texas",1866,379,209,204,1657,337
1400000US48113013714,48113013714,"Census Tract 137.14, Dallas County, Texas",5209,460,1099,287,4110,578
1400000US48113013715,48113013715,"Census Tract 137.15, Dallas County, Texas",2498,296,776,240,1722,384
1400000US48113013716,48113013716,"Census Tract 137.16, Dallas County, Texas",4441,283,2715,251,1726,262
1400000US48113013717,48113013717,"Census Tract 137.17, Dallas County, Texas",2458,319,734,187,1724,322
1400000US48113013718,48113013718,"Census Tract 137.18, Dallas County, Texas",4548,437,1148,312,3400,440
1400000US48113013719,48113013719,"Census Tract 137.19, Dallas County, Texas",3739,261,3462,270,277,229
1400000US48113013720,48113013720,"Census Tract 137.20, Dallas County, Texas",5678,351,3541,298,2137,350
1400000US48113013721,48113013721,"Census Tract 137.21, Dallas County, Texas",5724,472,5011,482,713,260
1400000US48113013722,48113013722,"Census Tract 137.22, Dallas County, Texas",3955,324,2999,318,956,270
