GEOid2,GEOdisplaylabel,hispanic_pop_perc
48397040504,"Census Tract 405.04, Rockwall County, Texas",5
48397040505,"Census Tract 405.05, Rockwall County, Texas",14
48397040506,"Census Tract 405.06, Rockwall County, Texas",4
48399950100,"Census Tract 9501, Runnels County, Texas",10
48399950200,"Census Tract 9502, Runnels County, Texas",40
48399950500,"Census Tract 9505, Runnels County, Texas",25
48399950600,"Census Tract 9506, Runnels County, Texas",27
48401950100,"Census Tract 9501, Rusk County, Texas",12
48401950200,"Census Tract 9502, Rusk County, Texas",5
48401950300,"Census Tract 9503, Rusk County, Texas",9
48401950400,"Census Tract 9504, Rusk County, Texas",8
48401950501,"Census Tract 9505.01, Rusk County, Texas",14
48401950502,"Census Tract 9505.02, Rusk County, Texas",13
48401950600,"Census Tract 9506, Rusk County, Texas",5
48401950700,"Census Tract 9507, Rusk County, Texas",15
48401950800,"Census Tract 9508, Rusk County, Texas",17
48401950900,"Census Tract 9509, Rusk County, Texas",15
48401951000,"Census Tract 9510, Rusk County, Texas",22
48401951100,"Census Tract 9511, Rusk County, Texas",9
48401951200,"Census Tract 9512, Rusk County, Texas",4
48403950100,"Census Tract 9501, Sabine County, Texas",2
48403950200,"Census Tract 9502, Sabine County, Texas",3
48403950300,"Census Tract 9503, Sabine County, Texas",3
48405950100,"Census Tract 9501, San Augustine County, Texas",4
48405950200,"Census Tract 9502, San Augustine County, Texas",8
48405950300,"Census Tract 9503, San Augustine County, Texas",2
48407200101,"Census Tract 2001.01, San Jacinto County, Texas",9
48407200102,"Census Tract 2001.02, San Jacinto County, Texas",13
48407200200,"Census Tract 2002, San Jacinto County, Texas",5
48407200300,"Census Tract 2003, San Jacinto County, Texas",4
48409010201,"Census Tract 102.01, San Patricio County, Texas",29
48409010202,"Census Tract 102.02, San Patricio County, Texas",38
48409010301,"Census Tract 103.01, San Patricio County, Texas",36
48409010302,"Census Tract 103.02, San Patricio County, Texas",33
48409010500,"Census Tract 105, San Patricio County, Texas",90
48409010601,"Census Tract 106.01, San Patricio County, Texas",42
48409010602,"Census Tract 106.02, San Patricio County, Texas",35
48409010603,"Census Tract 106.03, San Patricio County, Texas",14
48409010604,"Census Tract 106.04, San Patricio County, Texas",24
48409010700,"Census Tract 107, San Patricio County, Texas",39
48409010800,"Census Tract 108, San Patricio County, Texas",78
48409010900,"Census Tract 109, San Patricio County, Texas",54
48409011000,"Census Tract 110, San Patricio County, Texas",71
48409011100,"Census Tract 111, San Patricio County, Texas",73
48409011200,"Census Tract 112, San Patricio County, Texas",47
48409011300,"Census Tract 113, San Patricio County, Texas",90
48411950100,"Census Tract 9501, San Saba County, Texas",37
48411950200,"Census Tract 9502, San Saba County, Texas",16
48413950300,"Census Tract 9503, Schleicher County, Texas",43
48415950100,"Census Tract 9501, Scurry County, Texas",42
48415950200,"Census Tract 9502, Scurry County, Texas",16
48415950300,"Census Tract 9503, Scurry County, Texas",21
48415950600,"Census Tract 9506, Scurry County, Texas",36
48417950300,"Census Tract 9503, Shackelford County, Texas",8
48419950100,"Census Tract 9501, Shelby County, Texas",10
48419950200,"Census Tract 9502, Shelby County, Texas",7
48419950300,"Census Tract 9503, Shelby County, Texas",19
48419950400,"Census Tract 9504, Shelby County, Texas",22
48419950500,"Census Tract 9505, Shelby County, Texas",10
48419950600,"Census Tract 9506, Shelby County, Texas",3
48421950200,"Census Tract 9502, Sherman County, Texas",34
48423000100,"Census Tract 1, Smith County, Texas",37
48423000201,"Census Tract 2.01, Smith County, Texas",11
48423000202,"Census Tract 2.02, Smith County, Texas",40
48423000300,"Census Tract 3, Smith County, Texas",66
48423000400,"Census Tract 4, Smith County, Texas",35
48423000500,"Census Tract 5, Smith County, Texas",40
48423000600,"Census Tract 6, Smith County, Texas",70
48423000700,"Census Tract 7, Smith County, Texas",13
48423000800,"Census Tract 8, Smith County, Texas",26
48423000900,"Census Tract 9, Smith County, Texas",24
48423001000,"Census Tract 10, Smith County, Texas",11
48423001101,"Census Tract 11.01, Smith County, Texas",5
48423001102,"Census Tract 11.02, Smith County, Texas",5
48423001200,"Census Tract 12, Smith County, Texas",13
48423001300,"Census Tract 13, Smith County, Texas",12
48423001401,"Census Tract 14.01, Smith County, Texas",3
48423001403,"Census Tract 14.03, Smith County, Texas",8
48423001404,"Census Tract 14.04, Smith County, Texas",5
48423001500,"Census Tract 15, Smith County, Texas",7
48423001601,"Census Tract 16.01, Smith County, Texas",27
48423001602,"Census Tract 16.02, Smith County, Texas",8
48423001604,"Census Tract 16.04, Smith County, Texas",21
48423001700,"Census Tract 17, Smith County, Texas",38
48423001801,"Census Tract 18.01, Smith County, Texas",11
48423001802,"Census Tract 18.02, Smith County, Texas",13
48423001803,"Census Tract 18.03, Smith County, Texas",5
48423001901,"Census Tract 19.01, Smith County, Texas",6
48423001905,"Census Tract 19.05, Smith County, Texas",4
48423001906,"Census Tract 19.06, Smith County, Texas",5
48423001907,"Census Tract 19.07, Smith County, Texas",4
48423001908,"Census Tract 19.08, Smith County, Texas",5
48423002003,"Census Tract 20.03, Smith County, Texas",9
48423002004,"Census Tract 20.04, Smith County, Texas",4
48423002006,"Census Tract 20.06, Smith County, Texas",3
48423002007,"Census Tract 20.07, Smith County, Texas",7
48423002008,"Census Tract 20.08, Smith County, Texas",6
48423002009,"Census Tract 20.09, Smith County, Texas",5
48423002101,"Census Tract 21.01, Smith County, Texas",6
48423002102,"Census Tract 21.02, Smith County, Texas",5
48423002200,"Census Tract 22, Smith County, Texas",4
48423980000,"Census Tract 9800, Smith County, Texas",0
48425000100,"Census Tract 1, Somervell County, Texas",15
48425000200,"Census Tract 2, Somervell County, Texas",18
48427950101,"Census Tract 9501.01, Starr County, Texas",89
48427950104,"Census Tract 9501.04, Starr County, Texas",97
48427950105,"Census Tract 9501.05, Starr County, Texas",99
48427950106,"Census Tract 9501.06, Starr County, Texas",99
48427950107,"Census Tract 9501.07, Starr County, Texas",87
48427950108,"Census Tract 9501.08, Starr County, Texas",95
48427950202,"Census Tract 9502.02, Starr County, Texas",96
48427950203,"Census Tract 9502.03, Starr County, Texas",96
48427950204,"Census Tract 9502.04, Starr County, Texas",94
48427950401,"Census Tract 9504.01, Starr County, Texas",97
48427950402,"Census Tract 9504.02, Starr County, Texas",98
48427950500,"Census Tract 9505, Starr County, Texas",97
48427950600,"Census Tract 9506, Starr County, Texas",94
48427950701,"Census Tract 9507.01, Starr County, Texas",98
48427950702,"Census Tract 9507.02, Starr County, Texas",93
48429950200,"Census Tract 9502, Stephens County, Texas",21
48429950300,"Census Tract 9503, Stephens County, Texas",23
48429950500,"Census Tract 9505, Stephens County, Texas",9
48431950100,"Census Tract 9501, Sterling County, Texas",30
48433950300,"Census Tract 9503, Stonewall County, Texas",11
48435950300,"Census Tract 9503, Sutton County, Texas",56
48437950200,"Census Tract 9502, Swisher County, Texas",23
48437950300,"Census Tract 9503, Swisher County, Texas",40
48437950400,"Census Tract 9504, Swisher County, Texas",40
48439100101,"Census Tract 1001.01, Tarrant County, Texas",61
48439100102,"Census Tract 1001.02, Tarrant County, Texas",57
48439100201,"Census Tract 1002.01, Tarrant County, Texas",87
48439100202,"Census Tract 1002.02, Tarrant County, Texas",90
48439100300,"Census Tract 1003, Tarrant County, Texas",80
48439100400,"Census Tract 1004, Tarrant County, Texas",92
48439100501,"Census Tract 1005.01, Tarrant County, Texas",68
48439100502,"Census Tract 1005.02, Tarrant County, Texas",74
48439100601,"Census Tract 1006.01, Tarrant County, Texas",8
48439100602,"Census Tract 1006.02, Tarrant County, Texas",32
48439100700,"Census Tract 1007, Tarrant County, Texas",44
48439100800,"Census Tract 1008, Tarrant County, Texas",91
48439100900,"Census Tract 1009, Tarrant County, Texas",93
48439101201,"Census Tract 1012.01, Tarrant County, Texas",40
48439101202,"Census Tract 1012.02, Tarrant County, Texas",65
48439101301,"Census Tract 1013.01, Tarrant County, Texas",24
48439101302,"Census Tract 1013.02, Tarrant County, Texas",25
48439101401,"Census Tract 1014.01, Tarrant County, Texas",25
48439101402,"Census Tract 1014.02, Tarrant County, Texas",59
48439101403,"Census Tract 1014.03, Tarrant County, Texas",40
48439101500,"Census Tract 1015, Tarrant County, Texas",43
48439101700,"Census Tract 1017, Tarrant County, Texas",20
48439102000,"Census Tract 1020, Tarrant County, Texas",37
48439102100,"Census Tract 1021, Tarrant County, Texas",15
48439102201,"Census Tract 1022.01, Tarrant County, Texas",17
48439102202,"Census Tract 1022.02, Tarrant County, Texas",7
48439102301,"Census Tract 1023.01, Tarrant County, Texas",35
48439102302,"Census Tract 1023.02, Tarrant County, Texas",40
48439102401,"Census Tract 1024.01, Tarrant County, Texas",11
48439102402,"Census Tract 1024.02, Tarrant County, Texas",9
48439102500,"Census Tract 1025, Tarrant County, Texas",21
48439102601,"Census Tract 1026.01, Tarrant County, Texas",33
48439102602,"Census Tract 1026.02, Tarrant County, Texas",40
48439102700,"Census Tract 1027, Tarrant County, Texas",11
48439102800,"Census Tract 1028, Tarrant County, Texas",9
48439103500,"Census Tract 1035, Tarrant County, Texas",66
48439103601,"Census Tract 1036.01, Tarrant County, Texas",20
48439103602,"Census Tract 1036.02, Tarrant County, Texas",16
48439103701,"Census Tract 1037.01, Tarrant County, Texas",70
48439103702,"Census Tract 1037.02, Tarrant County, Texas",47
48439103800,"Census Tract 1038, Tarrant County, Texas",25
48439104100,"Census Tract 1041, Tarrant County, Texas",37
48439104201,"Census Tract 1042.01, Tarrant County, Texas",6
48439104202,"Census Tract 1042.02, Tarrant County, Texas",10
48439104300,"Census Tract 1043, Tarrant County, Texas",18
48439104400,"Census Tract 1044, Tarrant County, Texas",55
48439104502,"Census Tract 1045.02, Tarrant County, Texas",75
48439104503,"Census Tract 1045.03, Tarrant County, Texas",93
48439104504,"Census Tract 1045.04, Tarrant County, Texas",77
48439104505,"Census Tract 1045.05, Tarrant County, Texas",29
48439104601,"Census Tract 1046.01, Tarrant County, Texas",46
48439104602,"Census Tract 1046.02, Tarrant County, Texas",61
48439104603,"Census Tract 1046.03, Tarrant County, Texas",69
48439104604,"Census Tract 1046.04, Tarrant County, Texas",36
48439104605,"Census Tract 1046.05, Tarrant County, Texas",28
48439104701,"Census Tract 1047.01, Tarrant County, Texas",88
48439104702,"Census Tract 1047.02, Tarrant County, Texas",79
48439104802,"Census Tract 1048.02, Tarrant County, Texas",59
48439104803,"Census Tract 1048.03, Tarrant County, Texas",72
48439104804,"Census Tract 1048.04, Tarrant County, Texas",70
48439104900,"Census Tract 1049, Tarrant County, Texas",55
48439105001,"Census Tract 1050.01, Tarrant County, Texas",80
48439105006,"Census Tract 1050.06, Tarrant County, Texas",56
48439105007,"Census Tract 1050.07, Tarrant County, Texas",13
48439105008,"Census Tract 1050.08, Tarrant County, Texas",27
48439105201,"Census Tract 1052.01, Tarrant County, Texas",37
48439105203,"Census Tract 1052.03, Tarrant County, Texas",19
48439105204,"Census Tract 1052.04, Tarrant County, Texas",28
48439105205,"Census Tract 1052.05, Tarrant County, Texas",22
48439105403,"Census Tract 1054.03, Tarrant County, Texas",7
48439105404,"Census Tract 1054.04, Tarrant County, Texas",4
48439105405,"Census Tract 1054.05, Tarrant County, Texas",12
48439105406,"Census Tract 1054.06, Tarrant County, Texas",7
48439105502,"Census Tract 1055.02, Tarrant County, Texas",17
48439105503,"Census Tract 1055.03, Tarrant County, Texas",12
48439105505,"Census Tract 1055.05, Tarrant County, Texas",19
48439105507,"Census Tract 1055.07, Tarrant County, Texas",6
48439105508,"Census Tract 1055.08, Tarrant County, Texas",13
48439105510,"Census Tract 1055.10, Tarrant County, Texas",15
48439105511,"Census Tract 1055.11, Tarrant County, Texas",21
48439105512,"Census Tract 1055.12, Tarrant County, Texas",15
48439105513,"Census Tract 1055.13, Tarrant County, Texas",15
48439105514,"Census Tract 1055.14, Tarrant County, Texas",20
48439105600,"Census Tract 1056, Tarrant County, Texas",41
48439105701,"Census Tract 1057.01, Tarrant County, Texas",31
48439105703,"Census Tract 1057.03, Tarrant County, Texas",29
48439105704,"Census Tract 1057.04, Tarrant County, Texas",35
48439105800,"Census Tract 1058, Tarrant County, Texas",61
48439105901,"Census Tract 1059.01, Tarrant County, Texas",80
48439105902,"Census Tract 1059.02, Tarrant County, Texas",42
48439106001,"Census Tract 1060.01, Tarrant County, Texas",31
48439106002,"Census Tract 1060.02, Tarrant County, Texas",27
48439106004,"Census Tract 1060.04, Tarrant County, Texas",29
48439106101,"Census Tract 1061.01, Tarrant County, Texas",33
48439106102,"Census Tract 1061.02, Tarrant County, Texas",39
48439106201,"Census Tract 1062.01, Tarrant County, Texas",16
48439106202,"Census Tract 1062.02, Tarrant County, Texas",15
48439106300,"Census Tract 1063, Tarrant County, Texas",9
48439106400,"Census Tract 1064, Tarrant County, Texas",34
48439106502,"Census Tract 1065.02, Tarrant County, Texas",11
48439106503,"Census Tract 1065.03, Tarrant County, Texas",12
48439106507,"Census Tract 1065.07, Tarrant County, Texas",9
48439106509,"Census Tract 1065.09, Tarrant County, Texas",12
48439106510,"Census Tract 1065.10, Tarrant County, Texas",14
48439106511,"Census Tract 1065.11, Tarrant County, Texas",19
48439106512,"Census Tract 1065.12, Tarrant County, Texas",10
48439106513,"Census Tract 1065.13, Tarrant County, Texas",13
48439106514,"Census Tract 1065.14, Tarrant County, Texas",13
48439106515,"Census Tract 1065.15, Tarrant County, Texas",19
48439106516,"Census Tract 1065.16, Tarrant County, Texas",24
48439106517,"Census Tract 1065.17, Tarrant County, Texas",15
48439106518,"Census Tract 1065.18, Tarrant County, Texas",20
48439106600,"Census Tract 1066, Tarrant County, Texas",26
48439106700,"Census Tract 1067, Tarrant County, Texas",23
48439110101,"Census Tract 1101.01, Tarrant County, Texas",26
48439110102,"Census Tract 1101.02, Tarrant County, Texas",37
48439110202,"Census Tract 1102.02, Tarrant County, Texas",40
48439110203,"Census Tract 1102.03, Tarrant County, Texas",25
48439110204,"Census Tract 1102.04, Tarrant County, Texas",31
48439110301,"Census Tract 1103.01, Tarrant County, Texas",38
48439110302,"Census Tract 1103.02, Tarrant County, Texas",48
48439110401,"Census Tract 1104.01, Tarrant County, Texas",21
48439110402,"Census Tract 1104.02, Tarrant County, Texas",46
48439110500,"Census Tract 1105, Tarrant County, Texas",40
48439110600,"Census Tract 1106, Tarrant County, Texas",22
48439110701,"Census Tract 1107.01, Tarrant County, Texas",19
48439110703,"Census Tract 1107.03, Tarrant County, Texas",22
48439110704,"Census Tract 1107.04, Tarrant County, Texas",21
48439110805,"Census Tract 1108.05, Tarrant County, Texas",16
48439110806,"Census Tract 1108.06, Tarrant County, Texas",13
48439110807,"Census Tract 1108.07, Tarrant County, Texas",18
48439110808,"Census Tract 1108.08, Tarrant County, Texas",8
48439110809,"Census Tract 1108.09, Tarrant County, Texas",8
48439110901,"Census Tract 1109.01, Tarrant County, Texas",9
48439110903,"Census Tract 1109.03, Tarrant County, Texas",7
48439110905,"Census Tract 1109.05, Tarrant County, Texas",9
48439110906,"Census Tract 1109.06, Tarrant County, Texas",10
48439110907,"Census Tract 1109.07, Tarrant County, Texas",7
48439111003,"Census Tract 1110.03, Tarrant County, Texas",22
48439111005,"Census Tract 1110.05, Tarrant County, Texas",28
48439111008,"Census Tract 1110.08, Tarrant County, Texas",18
48439111010,"Census Tract 1110.10, Tarrant County, Texas",8
48439111011,"Census Tract 1110.11, Tarrant County, Texas",22
48439111012,"Census Tract 1110.12, Tarrant County, Texas",24
48439111013,"Census Tract 1110.13, Tarrant County, Texas",16
48439111015,"Census Tract 1110.15, Tarrant County, Texas",13
48439111016,"Census Tract 1110.16, Tarrant County, Texas",11
48439111017,"Census Tract 1110.17, Tarrant County, Texas",13
48439111018,"Census Tract 1110.18, Tarrant County, Texas",11
48439111102,"Census Tract 1111.02, Tarrant County, Texas",27
48439111103,"Census Tract 1111.03, Tarrant County, Texas",47
48439111104,"Census Tract 1111.04, Tarrant County, Texas",26
48439111202,"Census Tract 1112.02, Tarrant County, Texas",39
48439111203,"Census Tract 1112.03, Tarrant County, Texas",16
48439111204,"Census Tract 1112.04, Tarrant County, Texas",9
48439111301,"Census Tract 1113.01, Tarrant County, Texas",14
48439111304,"Census Tract 1113.04, Tarrant County, Texas",8
48439111306,"Census Tract 1113.06, Tarrant County, Texas",21
48439111307,"Census Tract 1113.07, Tarrant County, Texas",17
48439111308,"Census Tract 1113.08, Tarrant County, Texas",13
48439111309,"Census Tract 1113.09, Tarrant County, Texas",34
48439111310,"Census Tract 1113.10, Tarrant County, Texas",23
48439111311,"Census Tract 1113.11, Tarrant County, Texas",11
48439111312,"Census Tract 1113.12, Tarrant County, Texas",5
48439111313,"Census Tract 1113.13, Tarrant County, Texas",10
48439111314,"Census Tract 1113.14, Tarrant County, Texas",12
48439111402,"Census Tract 1114.02, Tarrant County, Texas",12
48439111404,"Census Tract 1114.04, Tarrant County, Texas",13
48439111405,"Census Tract 1114.05, Tarrant County, Texas",14
48439111406,"Census Tract 1114.06, Tarrant County, Texas",9
48439111407,"Census Tract 1114.07, Tarrant County, Texas",9
48439111408,"Census Tract 1114.08, Tarrant County, Texas",12
48439111409,"Census Tract 1114.09, Tarrant County, Texas",9
48439111505,"Census Tract 1115.05, Tarrant County, Texas",10
48439111506,"Census Tract 1115.06, Tarrant County, Texas",9
48439111513,"Census Tract 1115.13, Tarrant County, Texas",25
48439111514,"Census Tract 1115.14, Tarrant County, Texas",27
48439111516,"Census Tract 1115.16, Tarrant County, Texas",22
48439111521,"Census Tract 1115.21, Tarrant County, Texas",32
48439111522,"Census Tract 1115.22, Tarrant County, Texas",41
48439111523,"Census Tract 1115.23, Tarrant County, Texas",25
48439111524,"Census Tract 1115.24, Tarrant County, Texas",33
48439111525,"Census Tract 1115.25, Tarrant County, Texas",34
48439111526,"Census Tract 1115.26, Tarrant County, Texas",17
48439111529,"Census Tract 1115.29, Tarrant County, Texas",7
48439111530,"Census Tract 1115.30, Tarrant County, Texas",7
48439111531,"Census Tract 1115.31, Tarrant County, Texas",10
48439111532,"Census Tract 1115.32, Tarrant County, Texas",9
48439111533,"Census Tract 1115.33, Tarrant County, Texas",15
48439111534,"Census Tract 1115.34, Tarrant County, Texas",11
48439111536,"Census Tract 1115.36, Tarrant County, Texas",31
48439111537,"Census Tract 1115.37, Tarrant County, Texas",24
48439111538,"Census Tract 1115.38, Tarrant County, Texas",24
48439111539,"Census Tract 1115.39, Tarrant County, Texas",21
48439111540,"Census Tract 1115.40, Tarrant County, Texas",22
48439111541,"Census Tract 1115.41, Tarrant County, Texas",25
48439111542,"Census Tract 1115.42, Tarrant County, Texas",21
48439111543,"Census Tract 1115.43, Tarrant County, Texas",17
48439111544,"Census Tract 1115.44, Tarrant County, Texas",21
48439111545,"Census Tract 1115.45, Tarrant County, Texas",6
48439111546,"Census Tract 1115.46, Tarrant County, Texas",11
48439111547,"Census Tract 1115.47, Tarrant County, Texas",22
48439111548,"Census Tract 1115.48, Tarrant County, Texas",17
48439111549,"Census Tract 1115.49, Tarrant County, Texas",14
48439111550,"Census Tract 1115.50, Tarrant County, Texas",20
48439111551,"Census Tract 1115.51, Tarrant County, Texas",11
48439111552,"Census Tract 1115.52, Tarrant County, Texas",8
48439111553,"Census Tract 1115.53, Tarrant County, Texas",13
48439113001,"Census Tract 1130.01, Tarrant County, Texas",13
48439113002,"Census Tract 1130.02, Tarrant County, Texas",42
48439113102,"Census Tract 1131.02, Tarrant County, Texas",12
48439113104,"Census Tract 1131.04, Tarrant County, Texas",14
48439113107,"Census Tract 1131.07, Tarrant County, Texas",7
48439113108,"Census Tract 1131.08, Tarrant County, Texas",7
48439113109,"Census Tract 1131.09, Tarrant County, Texas",14
48439113110,"Census Tract 1131.10, Tarrant County, Texas",18
48439113111,"Census Tract 1131.11, Tarrant County, Texas",28
48439113112,"Census Tract 1131.12, Tarrant County, Texas",25
48439113113,"Census Tract 1131.13, Tarrant County, Texas",14
48439113114,"Census Tract 1131.14, Tarrant County, Texas",14
48439113115,"Census Tract 1131.15, Tarrant County, Texas",25
48439113116,"Census Tract 1131.16, Tarrant County, Texas",19
48439113206,"Census Tract 1132.06, Tarrant County, Texas",22
48439113207,"Census Tract 1132.07, Tarrant County, Texas",8
48439113210,"Census Tract 1132.10, Tarrant County, Texas",7
48439113212,"Census Tract 1132.12, Tarrant County, Texas",10
48439113213,"Census Tract 1132.13, Tarrant County, Texas",13
48439113214,"Census Tract 1132.14, Tarrant County, Texas",14
48439113215,"Census Tract 1132.15, Tarrant County, Texas",11
48439113216,"Census Tract 1132.16, Tarrant County, Texas",14
48439113217,"Census Tract 1132.17, Tarrant County, Texas",16
48439113218,"Census Tract 1132.18, Tarrant County, Texas",7
48439113220,"Census Tract 1132.20, Tarrant County, Texas",27
48439113221,"Census Tract 1132.21, Tarrant County, Texas",10
48439113301,"Census Tract 1133.01, Tarrant County, Texas",11
48439113302,"Census Tract 1133.02, Tarrant County, Texas",22
48439113403,"Census Tract 1134.03, Tarrant County, Texas",15
48439113404,"Census Tract 1134.04, Tarrant County, Texas",14
48439113405,"Census Tract 1134.05, Tarrant County, Texas",19
48439113407,"Census Tract 1134.07, Tarrant County, Texas",42
48439113408,"Census Tract 1134.08, Tarrant County, Texas",16
48439113509,"Census Tract 1135.09, Tarrant County, Texas",25
48439113510,"Census Tract 1135.10, Tarrant County, Texas",14
48439113511,"Census Tract 1135.11, Tarrant County, Texas",16
48439113512,"Census Tract 1135.12, Tarrant County, Texas",10
48439113513,"Census Tract 1135.13, Tarrant County, Texas",19
48439113514,"Census Tract 1135.14, Tarrant County, Texas",29
48439113516,"Census Tract 1135.16, Tarrant County, Texas",13
48439113517,"Census Tract 1135.17, Tarrant County, Texas",16
48439113518,"Census Tract 1135.18, Tarrant County, Texas",15
48439113519,"Census Tract 1135.19, Tarrant County, Texas",10
48439113520,"Census Tract 1135.20, Tarrant County, Texas",12
48439113607,"Census Tract 1136.07, Tarrant County, Texas",18
48439113610,"Census Tract 1136.10, Tarrant County, Texas",5
48439113611,"Census Tract 1136.11, Tarrant County, Texas",5
48439113612,"Census Tract 1136.12, Tarrant County, Texas",6
48439113613,"Census Tract 1136.13, Tarrant County, Texas",7
48439113618,"Census Tract 1136.18, Tarrant County, Texas",11
48439113619,"Census Tract 1136.19, Tarrant County, Texas",18
48439113622,"Census Tract 1136.22, Tarrant County, Texas",4
48439113623,"Census Tract 1136.23, Tarrant County, Texas",6
48439113624,"Census Tract 1136.24, Tarrant County, Texas",10
48439113625,"Census Tract 1136.25, Tarrant County, Texas",4
48439113626,"Census Tract 1136.26, Tarrant County, Texas",7
48439113627,"Census Tract 1136.27, Tarrant County, Texas",13
48439113628,"Census Tract 1136.28, Tarrant County, Texas",12
48439113629,"Census Tract 1136.29, Tarrant County, Texas",9
48439113630,"Census Tract 1136.30, Tarrant County, Texas",13
48439113631,"Census Tract 1136.31, Tarrant County, Texas",34
48439113632,"Census Tract 1136.32, Tarrant County, Texas",5
48439113633,"Census Tract 1136.33, Tarrant County, Texas",5
48439113634,"Census Tract 1136.34, Tarrant County, Texas",5
48439113703,"Census Tract 1137.03, Tarrant County, Texas",14
48439113705,"Census Tract 1137.05, Tarrant County, Texas",28
48439113707,"Census Tract 1137.07, Tarrant County, Texas",6
48439113709,"Census Tract 1137.09, Tarrant County, Texas",7
48439113710,"Census Tract 1137.10, Tarrant County, Texas",18
48439113711,"Census Tract 1137.11, Tarrant County, Texas",10
48439113803,"Census Tract 1138.03, Tarrant County, Texas",13
48439113808,"Census Tract 1138.08, Tarrant County, Texas",14
48439113809,"Census Tract 1138.09, Tarrant County, Texas",20
48439113810,"Census Tract 1138.10, Tarrant County, Texas",20
48439113811,"Census Tract 1138.11, Tarrant County, Texas",19
48439113812,"Census Tract 1138.12, Tarrant County, Texas",9
48439113813,"Census Tract 1138.13, Tarrant County, Texas",6
48439113814,"Census Tract 1138.14, Tarrant County, Texas",7
48439113815,"Census Tract 1138.15, Tarrant County, Texas",5
48439113816,"Census Tract 1138.16, Tarrant County, Texas",5
48439113906,"Census Tract 1139.06, Tarrant County, Texas",4
48439113907,"Census Tract 1139.07, Tarrant County, Texas",5
48439113908,"Census Tract 1139.08, Tarrant County, Texas",4
48439113909,"Census Tract 1139.09, Tarrant County, Texas",4
48439113910,"Census Tract 1139.10, Tarrant County, Texas",5
48439113911,"Census Tract 1139.11, Tarrant County, Texas",8
48439113912,"Census Tract 1139.12, Tarrant County, Texas",6
48439113916,"Census Tract 1139.16, Tarrant County, Texas",21
48439113917,"Census Tract 1139.17, Tarrant County, Texas",19
48439113918,"Census Tract 1139.18, Tarrant County, Texas",21
48439113919,"Census Tract 1139.19, Tarrant County, Texas",11
48439113920,"Census Tract 1139.20, Tarrant County, Texas",13
48439113921,"Census Tract 1139.21, Tarrant County, Texas",14
48439113922,"Census Tract 1139.22, Tarrant County, Texas",15
48439113923,"Census Tract 1139.23, Tarrant County, Texas",17
48439113924,"Census Tract 1139.24, Tarrant County, Texas",20
48439113925,"Census Tract 1139.25, Tarrant County, Texas",21
48439113926,"Census Tract 1139.26, Tarrant County, Texas",22
48439113927,"Census Tract 1139.27, Tarrant County, Texas",15
48439113928,"Census Tract 1139.28, Tarrant County, Texas",17
48439113929,"Census Tract 1139.29, Tarrant County, Texas",11
48439114003,"Census Tract 1140.03, Tarrant County, Texas",30
48439114005,"Census Tract 1140.05, Tarrant County, Texas",20
48439114006,"Census Tract 1140.06, Tarrant County, Texas",19
48439114007,"Census Tract 1140.07, Tarrant County, Texas",22
48439114008,"Census Tract 1140.08, Tarrant County, Texas",30
48439114102,"Census Tract 1141.02, Tarrant County, Texas",7
48439114103,"Census Tract 1141.03, Tarrant County, Texas",13
48439114104,"Census Tract 1141.04, Tarrant County, Texas",11
48439114203,"Census Tract 1142.03, Tarrant County, Texas",7
48439114204,"Census Tract 1142.04, Tarrant County, Texas",5
48439114205,"Census Tract 1142.05, Tarrant County, Texas",8
48439114206,"Census Tract 1142.06, Tarrant County, Texas",11
48439114207,"Census Tract 1142.07, Tarrant County, Texas",14
48439121601,"Census Tract 1216.01, Tarrant County, Texas",17
48439121604,"Census Tract 1216.04, Tarrant County, Texas",19
48439121605,"Census Tract 1216.05, Tarrant County, Texas",14
48439121606,"Census Tract 1216.06, Tarrant County, Texas",6
48439121608,"Census Tract 1216.08, Tarrant County, Texas",8
48439121609,"Census Tract 1216.09, Tarrant County, Texas",6
48439121610,"Census Tract 1216.10, Tarrant County, Texas",7
48439121611,"Census Tract 1216.11, Tarrant County, Texas",12
48439121702,"Census Tract 1217.02, Tarrant County, Texas",24
48439121703,"Census Tract 1217.03, Tarrant County, Texas",56
48439121704,"Census Tract 1217.04, Tarrant County, Texas",54
48439121903,"Census Tract 1219.03, Tarrant County, Texas",68
48439121904,"Census Tract 1219.04, Tarrant County, Texas",59
48439121905,"Census Tract 1219.05, Tarrant County, Texas",43
48439121906,"Census Tract 1219.06, Tarrant County, Texas",60
48439122001,"Census Tract 1220.01, Tarrant County, Texas",62
48439122002,"Census Tract 1220.02, Tarrant County, Texas",64
48439122100,"Census Tract 1221, Tarrant County, Texas",51
48439122200,"Census Tract 1222, Tarrant County, Texas",53
48439122300,"Census Tract 1223, Tarrant County, Texas",15
48439122400,"Census Tract 1224, Tarrant County, Texas",21
48439122500,"Census Tract 1225, Tarrant County, Texas",11
48439122600,"Census Tract 1226, Tarrant County, Texas",10
48439122700,"Census Tract 1227, Tarrant County, Texas",17
48439122801,"Census Tract 1228.01, Tarrant County, Texas",48
48439122802,"Census Tract 1228.02, Tarrant County, Texas",42
48439122900,"Census Tract 1229, Tarrant County, Texas",57
48439123000,"Census Tract 1230, Tarrant County, Texas",22
48439123100,"Census Tract 1231, Tarrant County, Texas",29
48439123200,"Census Tract 1232, Tarrant County, Texas",42
