GEOid2,GEOdisplaylabel,hispanic_pop_perc
48085030505,"Census Tract 305.05, Collin County, Texas",10
48085030506,"Census Tract 305.06, Collin County, Texas",8
48085030507,"Census Tract 305.07, Collin County, Texas",7
48085030508,"Census Tract 305.08, Collin County, Texas",8
48085030509,"Census Tract 305.09, Collin County, Texas",8
48085030510,"Census Tract 305.10, Collin County, Texas",10
48085030511,"Census Tract 305.11, Collin County, Texas",12
48085030512,"Census Tract 305.12, Collin County, Texas",5
48085030513,"Census Tract 305.13, Collin County, Texas",11
48085030514,"Census Tract 305.14, Collin County, Texas",12
48085030515,"Census Tract 305.15, Collin County, Texas",10
48085030516,"Census Tract 305.16, Collin County, Texas",14
48085030517,"Census Tract 305.17, Collin County, Texas",9
48085030518,"Census Tract 305.18, Collin County, Texas",7
48085030519,"Census Tract 305.19, Collin County, Texas",9
48085030520,"Census Tract 305.20, Collin County, Texas",14
48085030521,"Census Tract 305.21, Collin County, Texas",12
48085030522,"Census Tract 305.22, Collin County, Texas",15
48085030523,"Census Tract 305.23, Collin County, Texas",13
48085030524,"Census Tract 305.24, Collin County, Texas",15
48085030525,"Census Tract 305.25, Collin County, Texas",6
48085030526,"Census Tract 305.26, Collin County, Texas",7
48085030527,"Census Tract 305.27, Collin County, Texas",12
48085030528,"Census Tract 305.28, Collin County, Texas",7
48085030529,"Census Tract 305.29, Collin County, Texas",9
48085030530,"Census Tract 305.30, Collin County, Texas",6
48085030531,"Census Tract 305.31, Collin County, Texas",6
48085030601,"Census Tract 306.01, Collin County, Texas",6
48085030603,"Census Tract 306.03, Collin County, Texas",20
48085030604,"Census Tract 306.04, Collin County, Texas",17
48085030605,"Census Tract 306.05, Collin County, Texas",20
48085030701,"Census Tract 307.01, Collin County, Texas",31
48085030702,"Census Tract 307.02, Collin County, Texas",36
48085030801,"Census Tract 308.01, Collin County, Texas",22
48085030802,"Census Tract 308.02, Collin County, Texas",40
48085030900,"Census Tract 309, Collin County, Texas",50
48085031001,"Census Tract 310.01, Collin County, Texas",22
48085031003,"Census Tract 310.03, Collin County, Texas",17
48085031004,"Census Tract 310.04, Collin County, Texas",18
48085031100,"Census Tract 311, Collin County, Texas",15
48085031201,"Census Tract 312.01, Collin County, Texas",11
48085031202,"Census Tract 312.02, Collin County, Texas",18
48085031308,"Census Tract 313.08, Collin County, Texas",13
48085031309,"Census Tract 313.09, Collin County, Texas",16
48085031310,"Census Tract 313.10, Collin County, Texas",14
48085031311,"Census Tract 313.11, Collin County, Texas",15
48085031312,"Census Tract 313.12, Collin County, Texas",9
48085031313,"Census Tract 313.13, Collin County, Texas",8
48085031314,"Census Tract 313.14, Collin County, Texas",8
48085031315,"Census Tract 313.15, Collin County, Texas",14
48085031316,"Census Tract 313.16, Collin County, Texas",5
48085031317,"Census Tract 313.17, Collin County, Texas",7
48085031405,"Census Tract 314.05, Collin County, Texas",6
48085031406,"Census Tract 314.06, Collin County, Texas",9
48085031407,"Census Tract 314.07, Collin County, Texas",4
48085031408,"Census Tract 314.08, Collin County, Texas",9
48085031409,"Census Tract 314.09, Collin County, Texas",8
48085031410,"Census Tract 314.10, Collin County, Texas",10
48085031411,"Census Tract 314.11, Collin County, Texas",9
48085031504,"Census Tract 315.04, Collin County, Texas",9
48085031505,"Census Tract 315.05, Collin County, Texas",7
48085031506,"Census Tract 315.06, Collin County, Texas",22
48085031507,"Census Tract 315.07, Collin County, Texas",7
48085031508,"Census Tract 315.08, Collin County, Texas",10
48085031611,"Census Tract 316.11, Collin County, Texas",18
48085031612,"Census Tract 316.12, Collin County, Texas",6
48085031613,"Census Tract 316.13, Collin County, Texas",6
48085031621,"Census Tract 316.21, Collin County, Texas",9
48085031622,"Census Tract 316.22, Collin County, Texas",8
48085031623,"Census Tract 316.23, Collin County, Texas",27
48085031624,"Census Tract 316.24, Collin County, Texas",28
48085031625,"Census Tract 316.25, Collin County, Texas",7
48085031626,"Census Tract 316.26, Collin County, Texas",8
48085031627,"Census Tract 316.27, Collin County, Texas",11
48085031628,"Census Tract 316.28, Collin County, Texas",14
48085031629,"Census Tract 316.29, Collin County, Texas",21
48085031630,"Census Tract 316.30, Collin County, Texas",7
48085031631,"Census Tract 316.31, Collin County, Texas",14
48085031632,"Census Tract 316.32, Collin County, Texas",7
48085031633,"Census Tract 316.33, Collin County, Texas",11
48085031634,"Census Tract 316.34, Collin County, Texas",17
48085031635,"Census Tract 316.35, Collin County, Texas",17
48085031636,"Census Tract 316.36, Collin County, Texas",6
48085031637,"Census Tract 316.37, Collin County, Texas",4
48085031638,"Census Tract 316.38, Collin County, Texas",4
48085031639,"Census Tract 316.39, Collin County, Texas",9
48085031640,"Census Tract 316.40, Collin County, Texas",9
48085031641,"Census Tract 316.41, Collin County, Texas",5
48085031642,"Census Tract 316.42, Collin County, Texas",5
48085031643,"Census Tract 316.43, Collin County, Texas",8
48085031645,"Census Tract 316.45, Collin County, Texas",3
48085031646,"Census Tract 316.46, Collin County, Texas",5
48085031647,"Census Tract 316.47, Collin County, Texas",7
48085031648,"Census Tract 316.48, Collin County, Texas",6
48085031649,"Census Tract 316.49, Collin County, Texas",5
48085031652,"Census Tract 316.52, Collin County, Texas",7
48085031653,"Census Tract 316.53, Collin County, Texas",8
48085031654,"Census Tract 316.54, Collin County, Texas",5
48085031655,"Census Tract 316.55, Collin County, Texas",10
48085031656,"Census Tract 316.56, Collin County, Texas",10
48085031657,"Census Tract 316.57, Collin County, Texas",12
48085031658,"Census Tract 316.58, Collin County, Texas",9
48085031659,"Census Tract 316.59, Collin County, Texas",8
48085031660,"Census Tract 316.60, Collin County, Texas",8
48085031661,"Census Tract 316.61, Collin County, Texas",7
48085031662,"Census Tract 316.62, Collin County, Texas",6
48085031663,"Census Tract 316.63, Collin County, Texas",6
48085031664,"Census Tract 316.64, Collin County, Texas",4
48085031704,"Census Tract 317.04, Collin County, Texas",13
48085031706,"Census Tract 317.06, Collin County, Texas",4
48085031708,"Census Tract 317.08, Collin County, Texas",12
48085031709,"Census Tract 317.09, Collin County, Texas",6
48085031711,"Census Tract 317.11, Collin County, Texas",9
48085031712,"Census Tract 317.12, Collin County, Texas",14
48085031713,"Census Tract 317.13, Collin County, Texas",17
48085031714,"Census Tract 317.14, Collin County, Texas",15
48085031715,"Census Tract 317.15, Collin County, Texas",7
48085031716,"Census Tract 317.16, Collin County, Texas",12
48085031717,"Census Tract 317.17, Collin County, Texas",11
48085031718,"Census Tract 317.18, Collin County, Texas",9
48085031719,"Census Tract 317.19, Collin County, Texas",8
48085031720,"Census Tract 317.20, Collin County, Texas",35
48085031802,"Census Tract 318.02, Collin County, Texas",18
48085031804,"Census Tract 318.04, Collin County, Texas",8
48085031805,"Census Tract 318.05, Collin County, Texas",5
48085031806,"Census Tract 318.06, Collin County, Texas",7
48085031807,"Census Tract 318.07, Collin County, Texas",6
48085031900,"Census Tract 319, Collin County, Texas",54
48085032003,"Census Tract 320.03, Collin County, Texas",49
48085032004,"Census Tract 320.04, Collin County, Texas",36
48085032008,"Census Tract 320.08, Collin County, Texas",17
48085032009,"Census Tract 320.09, Collin County, Texas",5
48085032010,"Census Tract 320.10, Collin County, Texas",28
48085032011,"Census Tract 320.11, Collin County, Texas",6
48085032012,"Census Tract 320.12, Collin County, Texas",55
48085032013,"Census Tract 320.13, Collin County, Texas",32
48087950300,"Census Tract 9503, Collingsworth County, Texas",24
48089750100,"Census Tract 7501, Colorado County, Texas",42
48089750200,"Census Tract 7502, Colorado County, Texas",19
48089750300,"Census Tract 7503, Colorado County, Texas",15
48089750400,"Census Tract 7504, Colorado County, Texas",12
48089750500,"Census Tract 7505, Colorado County, Texas",21
48091310100,"Census Tract 3101, Comal County, Texas",34
48091310200,"Census Tract 3102, Comal County, Texas",43
48091310300,"Census Tract 3103, Comal County, Texas",14
48091310401,"Census Tract 3104.01, Comal County, Texas",68
48091310403,"Census Tract 3104.03, Comal County, Texas",28
48091310404,"Census Tract 3104.04, Comal County, Texas",33
48091310501,"Census Tract 3105.01, Comal County, Texas",40
48091310502,"Census Tract 3105.02, Comal County, Texas",36
48091310503,"Census Tract 3105.03, Comal County, Texas",19
48091310603,"Census Tract 3106.03, Comal County, Texas",12
48091310604,"Census Tract 3106.04, Comal County, Texas",10
48091310605,"Census Tract 3106.05, Comal County, Texas",14
48091310606,"Census Tract 3106.06, Comal County, Texas",10
48091310607,"Census Tract 3106.07, Comal County, Texas",8
48091310608,"Census Tract 3106.08, Comal County, Texas",16
48091310701,"Census Tract 3107.01, Comal County, Texas",12
48091310702,"Census Tract 3107.02, Comal County, Texas",17
48091310703,"Census Tract 3107.03, Comal County, Texas",15
48091310704,"Census Tract 3107.04, Comal County, Texas",19
48091310801,"Census Tract 3108.01, Comal County, Texas",13
48091310802,"Census Tract 3108.02, Comal County, Texas",26
48091310901,"Census Tract 3109.01, Comal County, Texas",8
48091310902,"Census Tract 3109.02, Comal County, Texas",22
48091310903,"Census Tract 3109.03, Comal County, Texas",10
48093950100,"Census Tract 9501, Comanche County, Texas",17
48093950200,"Census Tract 9502, Comanche County, Texas",12
48093950300,"Census Tract 9503, Comanche County, Texas",29
48093950400,"Census Tract 9504, Comanche County, Texas",24
48095950300,"Census Tract 9503, Concho County, Texas",55
48097000100,"Census Tract 1, Cooke County, Texas",5
48097000200,"Census Tract 2, Cooke County, Texas",3
48097000400,"Census Tract 4, Cooke County, Texas",22
48097000500,"Census Tract 5, Cooke County, Texas",32
48097000600,"Census Tract 6, Cooke County, Texas",18
48097000700,"Census Tract 7, Cooke County, Texas",5
48097000900,"Census Tract 9, Cooke County, Texas",7
48097001100,"Census Tract 11, Cooke County, Texas",19
48099010101,"Census Tract 101.01, Coryell County, Texas",7
48099010102,"Census Tract 101.02, Coryell County, Texas",8
48099010201,"Census Tract 102.01, Coryell County, Texas",18
48099010202,"Census Tract 102.02, Coryell County, Texas",11
48099010300,"Census Tract 103, Coryell County, Texas",18
48099010400,"Census Tract 104, Coryell County, Texas",10
48099010501,"Census Tract 105.01, Coryell County, Texas",21
48099010502,"Census Tract 105.02, Coryell County, Texas",19
48099010503,"Census Tract 105.03, Coryell County, Texas",15
48099010504,"Census Tract 105.04, Coryell County, Texas",19
48099010601,"Census Tract 106.01, Coryell County, Texas",13
48099010603,"Census Tract 106.03, Coryell County, Texas",13
48099010604,"Census Tract 106.04, Coryell County, Texas",13
48099010701,"Census Tract 107.01, Coryell County, Texas",13
48099010702,"Census Tract 107.02, Coryell County, Texas",12
48099010802,"Census Tract 108.02, Coryell County, Texas",13
48099010803,"Census Tract 108.03, Coryell County, Texas",12
48099010804,"Census Tract 108.04, Coryell County, Texas",13
48099980000,"Census Tract 9800, Coryell County, Texas",9
48101950100,"Census Tract 9501, Cottle County, Texas",18
48103950100,"Census Tract 9501, Crane County, Texas",50
48105950100,"Census Tract 9501, Crockett County, Texas",58
48107950100,"Census Tract 9501, Crosby County, Texas",43
48107950200,"Census Tract 9502, Crosby County, Texas",49
48107950300,"Census Tract 9503, Crosby County, Texas",49
48109950300,"Census Tract 9503, Culberson County, Texas",73
48111950100,"Census Tract 9501, Dallam County, Texas",24
48111950300,"Census Tract 9503, Dallam County, Texas",40
48113000100,"Census Tract 1, Dallas County, Texas",12
48113000201,"Census Tract 2.01, Dallas County, Texas",7
48113000202,"Census Tract 2.02, Dallas County, Texas",10
48113000300,"Census Tract 3, Dallas County, Texas",10
48113000401,"Census Tract 4.01, Dallas County, Texas",52
48113000404,"Census Tract 4.04, Dallas County, Texas",41
48113000405,"Census Tract 4.05, Dallas County, Texas",42
48113000406,"Census Tract 4.06, Dallas County, Texas",76
48113000500,"Census Tract 5, Dallas County, Texas",34
48113000601,"Census Tract 6.01, Dallas County, Texas",51
48113000603,"Census Tract 6.03, Dallas County, Texas",12
48113000605,"Census Tract 6.05, Dallas County, Texas",12
48113000606,"Census Tract 6.06, Dallas County, Texas",8
48113000701,"Census Tract 7.01, Dallas County, Texas",10
48113000702,"Census Tract 7.02, Dallas County, Texas",13
48113000800,"Census Tract 8, Dallas County, Texas",55
48113000900,"Census Tract 9, Dallas County, Texas",58
48113001001,"Census Tract 10.01, Dallas County, Texas",20
48113001002,"Census Tract 10.02, Dallas County, Texas",47
48113001101,"Census Tract 11.01, Dallas County, Texas",21
48113001102,"Census Tract 11.02, Dallas County, Texas",10
48113001202,"Census Tract 12.02, Dallas County, Texas",33
48113001203,"Census Tract 12.03, Dallas County, Texas",52
48113001204,"Census Tract 12.04, Dallas County, Texas",90
48113001301,"Census Tract 13.01, Dallas County, Texas",20
48113001302,"Census Tract 13.02, Dallas County, Texas",46
48113001400,"Census Tract 14, Dallas County, Texas",38
48113001502,"Census Tract 15.02, Dallas County, Texas",61
48113001503,"Census Tract 15.03, Dallas County, Texas",54
48113001504,"Census Tract 15.04, Dallas County, Texas",36
48113001600,"Census Tract 16, Dallas County, Texas",14
48113001701,"Census Tract 17.01, Dallas County, Texas",7
48113001703,"Census Tract 17.03, Dallas County, Texas",7
48113001704,"Census Tract 17.04, Dallas County, Texas",7
48113001800,"Census Tract 18, Dallas County, Texas",10
48113001900,"Census Tract 19, Dallas County, Texas",9
48113002000,"Census Tract 20, Dallas County, Texas",66
48113002100,"Census Tract 21, Dallas County, Texas",12
48113002200,"Census Tract 22, Dallas County, Texas",12
48113002400,"Census Tract 24, Dallas County, Texas",84
48113002500,"Census Tract 25, Dallas County, Texas",63
48113002701,"Census Tract 27.01, Dallas County, Texas",7
48113002702,"Census Tract 27.02, Dallas County, Texas",8
48113003101,"Census Tract 31.01, Dallas County, Texas",14
48113003400,"Census Tract 34, Dallas County, Texas",11
48113003700,"Census Tract 37, Dallas County, Texas",6
48113003800,"Census Tract 38, Dallas County, Texas",3
48113003901,"Census Tract 39.01, Dallas County, Texas",4
48113003902,"Census Tract 39.02, Dallas County, Texas",18
48113004000,"Census Tract 40, Dallas County, Texas",9
48113004100,"Census Tract 41, Dallas County, Texas",35
48113004201,"Census Tract 42.01, Dallas County, Texas",55
48113004202,"Census Tract 42.02, Dallas County, Texas",55
48113004300,"Census Tract 43, Dallas County, Texas",81
48113004400,"Census Tract 44, Dallas County, Texas",20
48113004500,"Census Tract 45, Dallas County, Texas",76
48113004600,"Census Tract 46, Dallas County, Texas",41
48113004700,"Census Tract 47, Dallas County, Texas",85
48113004800,"Census Tract 48, Dallas County, Texas",91
48113004900,"Census Tract 49, Dallas County, Texas",32
48113005000,"Census Tract 50, Dallas County, Texas",81
48113005100,"Census Tract 51, Dallas County, Texas",86
48113005200,"Census Tract 52, Dallas County, Texas",83
48113005300,"Census Tract 53, Dallas County, Texas",84
48113005400,"Census Tract 54, Dallas County, Texas",46
48113005500,"Census Tract 55, Dallas County, Texas",34
48113005600,"Census Tract 56, Dallas County, Texas",66
48113005700,"Census Tract 57, Dallas County, Texas",32
48113005901,"Census Tract 59.01, Dallas County, Texas",19
48113005902,"Census Tract 59.02, Dallas County, Texas",15
48113006001,"Census Tract 60.01, Dallas County, Texas",68
48113006002,"Census Tract 60.02, Dallas County, Texas",21
48113006100,"Census Tract 61, Dallas County, Texas",37
48113006200,"Census Tract 62, Dallas County, Texas",54
48113006301,"Census Tract 63.01, Dallas County, Texas",79
48113006302,"Census Tract 63.02, Dallas County, Texas",76
48113006401,"Census Tract 64.01, Dallas County, Texas",89
48113006402,"Census Tract 64.02, Dallas County, Texas",92
48113006501,"Census Tract 65.01, Dallas County, Texas",89
48113006502,"Census Tract 65.02, Dallas County, Texas",88
48113006700,"Census Tract 67, Dallas County, Texas",89
48113006800,"Census Tract 68, Dallas County, Texas",72
48113006900,"Census Tract 69, Dallas County, Texas",68
48113007101,"Census Tract 71.01, Dallas County, Texas",4
48113007102,"Census Tract 71.02, Dallas County, Texas",27
48113007201,"Census Tract 72.01, Dallas County, Texas",92
48113007202,"Census Tract 72.02, Dallas County, Texas",95
48113007301,"Census Tract 73.01, Dallas County, Texas",3
48113007302,"Census Tract 73.02, Dallas County, Texas",24
48113007601,"Census Tract 76.01, Dallas County, Texas",10
48113007604,"Census Tract 76.04, Dallas County, Texas",4
48113007605,"Census Tract 76.05, Dallas County, Texas",4
48113007700,"Census Tract 77, Dallas County, Texas",4
48113007801,"Census Tract 78.01, Dallas County, Texas",4
48113007804,"Census Tract 78.04, Dallas County, Texas",14
48113007805,"Census Tract 78.05, Dallas County, Texas",16
48113007809,"Census Tract 78.09, Dallas County, Texas",16
48113007810,"Census Tract 78.10, Dallas County, Texas",16
48113007811,"Census Tract 78.11, Dallas County, Texas",17
48113007812,"Census Tract 78.12, Dallas County, Texas",3
48113007815,"Census Tract 78.15, Dallas County, Texas",41
48113007818,"Census Tract 78.18, Dallas County, Texas",60
48113007819,"Census Tract 78.19, Dallas County, Texas",48
48113007820,"Census Tract 78.20, Dallas County, Texas",52
48113007821,"Census Tract 78.21, Dallas County, Texas",49
48113007822,"Census Tract 78.22, Dallas County, Texas",17
48113007823,"Census Tract 78.23, Dallas County, Texas",49
48113007824,"Census Tract 78.24, Dallas County, Texas",4
48113007825,"Census Tract 78.25, Dallas County, Texas",20
48113007826,"Census Tract 78.26, Dallas County, Texas",33
48113007827,"Census Tract 78.27, Dallas County, Texas",18
48113007902,"Census Tract 79.02, Dallas County, Texas",14
48113007903,"Census Tract 79.03, Dallas County, Texas",7
48113007906,"Census Tract 79.06, Dallas County, Texas",3
48113007909,"Census Tract 79.09, Dallas County, Texas",20
48113007910,"Census Tract 79.10, Dallas County, Texas",17
48113007911,"Census Tract 79.11, Dallas County, Texas",16
48113007912,"Census Tract 79.12, Dallas County, Texas",14
48113007913,"Census Tract 79.13, Dallas County, Texas",19
48113007914,"Census Tract 79.14, Dallas County, Texas",13
48113008000,"Census Tract 80, Dallas County, Texas",5
48113008100,"Census Tract 81, Dallas County, Texas",11
48113008200,"Census Tract 82, Dallas County, Texas",16
48113008400,"Census Tract 84, Dallas County, Texas",78
48113008500,"Census Tract 85, Dallas County, Texas",65
48113008603,"Census Tract 86.03, Dallas County, Texas",36
48113008604,"Census Tract 86.04, Dallas County, Texas",16
48113008701,"Census Tract 87.01, Dallas County, Texas",7
48113008703,"Census Tract 87.03, Dallas County, Texas",25
48113008704,"Census Tract 87.04, Dallas County, Texas",7
48113008705,"Census Tract 87.05, Dallas County, Texas",15
48113008801,"Census Tract 88.01, Dallas County, Texas",10
48113008802,"Census Tract 88.02, Dallas County, Texas",18
48113008900,"Census Tract 89, Dallas County, Texas",25
48113009000,"Census Tract 90, Dallas County, Texas",55
48113009101,"Census Tract 91.01, Dallas County, Texas",60
48113009103,"Census Tract 91.03, Dallas County, Texas",57
48113009104,"Census Tract 91.04, Dallas County, Texas",66
48113009105,"Census Tract 91.05, Dallas County, Texas",76
48113009201,"Census Tract 92.01, Dallas County, Texas",61
48113009202,"Census Tract 92.02, Dallas County, Texas",71
48113009301,"Census Tract 93.01, Dallas County, Texas",83
48113009303,"Census Tract 93.03, Dallas County, Texas",77
48113009304,"Census Tract 93.04, Dallas County, Texas",29
48113009401,"Census Tract 94.01, Dallas County, Texas",55
48113009402,"Census Tract 94.02, Dallas County, Texas",15
48113009500,"Census Tract 95, Dallas County, Texas",8
48113009603,"Census Tract 96.03, Dallas County, Texas",11
48113009604,"Census Tract 96.04, Dallas County, Texas",29
48113009605,"Census Tract 96.05, Dallas County, Texas",57
48113009607,"Census Tract 96.07, Dallas County, Texas",26
48113009608,"Census Tract 96.08, Dallas County, Texas",38
48113009609,"Census Tract 96.09, Dallas County, Texas",7
48113009610,"Census Tract 96.10, Dallas County, Texas",93
48113009611,"Census Tract 96.11, Dallas County, Texas",56
48113009701,"Census Tract 97.01, Dallas County, Texas",66
48113009702,"Census Tract 97.02, Dallas County, Texas",15
48113009802,"Census Tract 98.02, Dallas County, Texas",90
48113009803,"Census Tract 98.03, Dallas County, Texas",62
48113009804,"Census Tract 98.04, Dallas County, Texas",93
48113009900,"Census Tract 99, Dallas County, Texas",38
48113010000,"Census Tract 100, Dallas County, Texas",19
48113010101,"Census Tract 101.01, Dallas County, Texas",43
48113010102,"Census Tract 101.02, Dallas County, Texas",92
48113010500,"Census Tract 105, Dallas County, Texas",50
48113010601,"Census Tract 106.01, Dallas County, Texas",93
48113010602,"Census Tract 106.02, Dallas County, Texas",79
48113010701,"Census Tract 107.01, Dallas County, Texas",80
48113010703,"Census Tract 107.03, Dallas County, Texas",75
48113010704,"Census Tract 107.04, Dallas County, Texas",70
48113010801,"Census Tract 108.01, Dallas County, Texas",72
48113010803,"Census Tract 108.03, Dallas County, Texas",32
48113010804,"Census Tract 108.04, Dallas County, Texas",58
48113010805,"Census Tract 108.05, Dallas County, Texas",64
48113010902,"Census Tract 109.02, Dallas County, Texas",8
48113010903,"Census Tract 109.03, Dallas County, Texas",37
48113010904,"Census Tract 109.04, Dallas County, Texas",14
48113011001,"Census Tract 110.01, Dallas County, Texas",8
48113011002,"Census Tract 110.02, Dallas County, Texas",14
48113011101,"Census Tract 111.01, Dallas County, Texas",5
48113011103,"Census Tract 111.03, Dallas County, Texas",41
48113011104,"Census Tract 111.04, Dallas County, Texas",15
48113011105,"Census Tract 111.05, Dallas County, Texas",26
48113011200,"Census Tract 112, Dallas County, Texas",15
48113011300,"Census Tract 113, Dallas County, Texas",5
48113011401,"Census Tract 114.01, Dallas County, Texas",8
48113011500,"Census Tract 115, Dallas County, Texas",62
48113011601,"Census Tract 116.01, Dallas County, Texas",33
48113011602,"Census Tract 116.02, Dallas County, Texas",66
48113011701,"Census Tract 117.01, Dallas County, Texas",60
48113011702,"Census Tract 117.02, Dallas County, Texas",66
48113011800,"Census Tract 118, Dallas County, Texas",52
48113011900,"Census Tract 119, Dallas County, Texas",58
48113012000,"Census Tract 120, Dallas County, Texas",46
48113012100,"Census Tract 121, Dallas County, Texas",43
48113012204,"Census Tract 122.04, Dallas County, Texas",29
48113012206,"Census Tract 122.06, Dallas County, Texas",26
48113012207,"Census Tract 122.07, Dallas County, Texas",41
48113012208,"Census Tract 122.08, Dallas County, Texas",56
48113012209,"Census Tract 122.09, Dallas County, Texas",37
48113012210,"Census Tract 122.10, Dallas County, Texas",25
48113012211,"Census Tract 122.11, Dallas County, Texas",40
48113012301,"Census Tract 123.01, Dallas County, Texas",58
48113012302,"Census Tract 123.02, Dallas County, Texas",36
48113012400,"Census Tract 124, Dallas County, Texas",32
48113012500,"Census Tract 125, Dallas County, Texas",58
48113012601,"Census Tract 126.01, Dallas County, Texas",54
48113012603,"Census Tract 126.03, Dallas County, Texas",47
48113012604,"Census Tract 126.04, Dallas County, Texas",35
48113012701,"Census Tract 127.01, Dallas County, Texas",55
48113012702,"Census Tract 127.02, Dallas County, Texas",55
48113012800,"Census Tract 128, Dallas County, Texas",29
48113012900,"Census Tract 129, Dallas County, Texas",12
48113013004,"Census Tract 130.04, Dallas County, Texas",6
48113013005,"Census Tract 130.05, Dallas County, Texas",6
48113013007,"Census Tract 130.07, Dallas County, Texas",21
48113013008,"Census Tract 130.08, Dallas County, Texas",19
48113013009,"Census Tract 130.09, Dallas County, Texas",17
48113013010,"Census Tract 130.10, Dallas County, Texas",51
48113013011,"Census Tract 130.11, Dallas County, Texas",63
48113013101,"Census Tract 131.01, Dallas County, Texas",5
48113013102,"Census Tract 131.02, Dallas County, Texas",4
48113013104,"Census Tract 131.04, Dallas County, Texas",10
48113013105,"Census Tract 131.05, Dallas County, Texas",37
48113013200,"Census Tract 132, Dallas County, Texas",8
48113013300,"Census Tract 133, Dallas County, Texas",4
48113013400,"Census Tract 134, Dallas County, Texas",4
48113013500,"Census Tract 135, Dallas County, Texas",3
48113013605,"Census Tract 136.05, Dallas County, Texas",7
48113013606,"Census Tract 136.06, Dallas County, Texas",20
48113013607,"Census Tract 136.07, Dallas County, Texas",10
48113013608,"Census Tract 136.08, Dallas County, Texas",4
48113013609,"Census Tract 136.09, Dallas County, Texas",32
48113013610,"Census Tract 136.10, Dallas County, Texas",34
48113013611,"Census Tract 136.11, Dallas County, Texas",4
48113013615,"Census Tract 136.15, Dallas County, Texas",55
48113013616,"Census Tract 136.16, Dallas County, Texas",17
48113013617,"Census Tract 136.17, Dallas County, Texas",7
48113013618,"Census Tract 136.18, Dallas County, Texas",5
48113013619,"Census Tract 136.19, Dallas County, Texas",8
48113013620,"Census Tract 136.20, Dallas County, Texas",11
48113013621,"Census Tract 136.21, Dallas County, Texas",23
48113013622,"Census Tract 136.22, Dallas County, Texas",15
48113013623,"Census Tract 136.23, Dallas County, Texas",39
48113013624,"Census Tract 136.24, Dallas County, Texas",20
48113013625,"Census Tract 136.25, Dallas County, Texas",50
48113013626,"Census Tract 136.26, Dallas County, Texas",40
48113013711,"Census Tract 137.11, Dallas County, Texas",76
48113013712,"Census Tract 137.12, Dallas County, Texas",58
48113013713,"Census Tract 137.13, Dallas County, Texas",86
48113013714,"Census Tract 137.14, Dallas County, Texas",72
48113013715,"Census Tract 137.15, Dallas County, Texas",62
48113013716,"Census Tract 137.16, Dallas County, Texas",31
48113013717,"Census Tract 137.17, Dallas County, Texas",63
48113013718,"Census Tract 137.18, Dallas County, Texas",72
48113013719,"Census Tract 137.19, Dallas County, Texas",14
48113013720,"Census Tract 137.20, Dallas County, Texas",37
48113013721,"Census Tract 137.21, Dallas County, Texas",11
48113013722,"Census Tract 137.22, Dallas County, Texas",25
48113013725,"Census Tract 137.25, Dallas County, Texas",35
48113013726,"Census Tract 137.26, Dallas County, Texas",29
48113013727,"Census Tract 137.27, Dallas County, Texas",13
48113013803,"Census Tract 138.03, Dallas County, Texas",22
48113013804,"Census Tract 138.04, Dallas County, Texas",31
48113013805,"Census Tract 138.05, Dallas County, Texas",48
48113013806,"Census Tract 138.06, Dallas County, Texas",13
48113013901,"Census Tract 139.01, Dallas County, Texas",70
48113013902,"Census Tract 139.02, Dallas County, Texas",41
48113014001,"Census Tract 140.01, Dallas County, Texas",32
48113014002,"Census Tract 140.02, Dallas County, Texas",6
48113014103,"Census Tract 141.03, Dallas County, Texas",37
48113014113,"Census Tract 141.13, Dallas County, Texas",24
48113014114,"Census Tract 141.14, Dallas County, Texas",29
48113014115,"Census Tract 141.15, Dallas County, Texas",36
48113014116,"Census Tract 141.16, Dallas County, Texas",27
48113014119,"Census Tract 141.19, Dallas County, Texas",9
48113014120,"Census Tract 141.20, Dallas County, Texas",8
48113014121,"Census Tract 141.21, Dallas County, Texas",14
48113014123,"Census Tract 141.23, Dallas County, Texas",8
48113014124,"Census Tract 141.24, Dallas County, Texas",12
48113014126,"Census Tract 141.26, Dallas County, Texas",12
48113014127,"Census Tract 141.27, Dallas County, Texas",8
48113014128,"Census Tract 141.28, Dallas County, Texas",11
48113014129,"Census Tract 141.29, Dallas County, Texas",8
48113014130,"Census Tract 141.30, Dallas County, Texas",12
48113014131,"Census Tract 141.31, Dallas County, Texas",13
48113014132,"Census Tract 141.32, Dallas County, Texas",11
48113014133,"Census Tract 141.33, Dallas County, Texas",19
48113014134,"Census Tract 141.34, Dallas County, Texas",8
48113014135,"Census Tract 141.35, Dallas County, Texas",10
48113014136,"Census Tract 141.36, Dallas County, Texas",17
48113014137,"Census Tract 141.37, Dallas County, Texas",10
48113014138,"Census Tract 141.38, Dallas County, Texas",10
48113014203,"Census Tract 142.03, Dallas County, Texas",32
48113014204,"Census Tract 142.04, Dallas County, Texas",24
48113014205,"Census Tract 142.05, Dallas County, Texas",7
48113014206,"Census Tract 142.06, Dallas County, Texas",14
48113014302,"Census Tract 143.02, Dallas County, Texas",44
48113014306,"Census Tract 143.06, Dallas County, Texas",54
48113014307,"Census Tract 143.07, Dallas County, Texas",20
48113014308,"Census Tract 143.08, Dallas County, Texas",60
48113014309,"Census Tract 143.09, Dallas County, Texas",51
48113014310,"Census Tract 143.10, Dallas County, Texas",28
