GEOid,GEOid2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03
1400000US48061014200,48061014200,"Census Tract 142, Cameron County, Texas",5042,727,543,239,4499,752
1400000US48061014300,48061014300,"Census Tract 143, Cameron County, Texas",4322,429,184,72,4138,437
1400000US48061014400,48061014400,"Census Tract 144, Cameron County, Texas",14296,1119,1265,329,13031,1110
1400000US48061014500,48061014500,"Census Tract 145, Cameron County, Texas",9243,688,1170,291,8073,727
1400000US48061980001,48061980001,"Census Tract 9800.01, Cameron County, Texas",0,13,0,13,0,13
1400000US48061980100,48061980100,"Census Tract 9801, Cameron County, Texas",0,13,0,13,0,13
1400000US48061990000,48061990000,"Census Tract 9900, Cameron County, Texas",0,13,0,13,0,13
1400000US48063950101,48063950101,"Census Tract 9501.01, Camp County, Texas",3330,446,2900,411,430,219
1400000US48063950102,48063950102,"Census Tract 9501.02, Camp County, Texas",4171,449,3624,441,547,322
1400000US48063950200,48063950200,"Census Tract 9502, Camp County, Texas",4888,150,3246,285,1642,295
1400000US48065950100,48065950100,"Census Tract 9501, Carson County, Texas",2419,180,2317,184,102,58
1400000US48065950200,48065950200,"Census Tract 9502, Carson County, Texas",3796,180,3347,184,449,58
1400000US48067950100,48067950100,"Census Tract 9501, Cass County, Texas",6206,458,5977,468,229,159
1400000US48067950200,48067950200,"Census Tract 9502, Cass County, Texas",2756,349,2733,347,23,28
1400000US48067950300,48067950300,"Census Tract 9503, Cass County, Texas",1887,261,1868,259,19,31
1400000US48067950400,48067950400,"Census Tract 9504, Cass County, Texas",5233,189,5137,220,96,113
1400000US48067950500,48067950500,"Census Tract 9505, Cass County, Texas",2838,320,2774,320,64,54
1400000US48067950600,48067950600,"Census Tract 9506, Cass County, Texas",6363,449,5944,453,419,136
1400000US48067950700,48067950700,"Census Tract 9507, Cass County, Texas",5041,397,4806,412,235,133
1400000US48069950100,48069950100,"Census Tract 9501, Castro County, Texas",1394,197,1081,197,313,153
1400000US48069950200,48069950200,"Census Tract 9502, Castro County, Texas",4348,17,1369,177,2979,178
1400000US48069950300,48069950300,"Census Tract 9503, Castro County, Texas",2242,196,779,172,1463,201
1400000US48071710100,48071710100,"Census Tract 7101, Chambers County, Texas",7042,509,6286,452,756,264
1400000US48071710200,48071710200,"Census Tract 7102, Chambers County, Texas",16798,661,13025,585,3773,399
1400000US48071710300,48071710300,"Census Tract 7103, Chambers County, Texas",2249,438,1920,386,329,225
1400000US48071710401,48071710401,"Census Tract 7104.01, Chambers County, Texas",5281,638,4176,565,1105,340
1400000US48071710500,48071710500,"Census Tract 7105, Chambers County, Texas",3192,493,2477,321,715,365
1400000US48071710600,48071710600,"Census Tract 7106, Chambers County, Texas",0,13,0,13,0,13
1400000US48071990000,48071990000,"Census Tract 9900, Chambers County, Texas",0,13,0,13,0,13
1400000US48073950100,48073950100,"Census Tract 9501, Cherokee County, Texas",4207,341,2979,254,1228,247
1400000US48073950200,48073950200,"Census Tract 9502, Cherokee County, Texas",5317,569,5164,535,153,149
1400000US48073950300,48073950300,"Census Tract 9503, Cherokee County, Texas",7261,810,5258,717,2003,690
1400000US48073950400,48073950400,"Census Tract 9504, Cherokee County, Texas",1860,328,1428,310,432,180
1400000US48073950500,48073950500,"Census Tract 9505, Cherokee County, Texas",3799,462,2035,409,1764,419
1400000US48073950600,48073950600,"Census Tract 9506, Cherokee County, Texas",5612,522,4131,496,1481,489
1400000US48073950700,48073950700,"Census Tract 9507, Cherokee County, Texas",3958,358,2458,320,1500,325
1400000US48073950801,48073950801,"Census Tract 9508.01, Cherokee County, Texas",5750,755,5240,716,510,402
1400000US48073950802,48073950802,"Census Tract 9508.02, Cherokee County, Texas",3724,613,3202,575,522,253
1400000US48073950900,48073950900,"Census Tract 9509, Cherokee County, Texas",3785,386,3283,350,502,178
1400000US48073951000,48073951000,"Census Tract 9510, Cherokee County, Texas",3754,426,3509,434,245,212
1400000US48073951100,48073951100,"Census Tract 9511, Cherokee County, Texas",1663,209,1558,193,105,86
1400000US48075950100,48075950100,"Census Tract 9501, Childress County, Texas",2232,280,1562,290,670,123
1400000US48075950200,48075950200,"Census Tract 9502, Childress County, Texas",4815,280,3879,439,936,411
1400000US48077030200,48077030200,"Census Tract 302, Clay County, Texas",3427,168,3363,169,64,40
1400000US48077030301,48077030301,"Census Tract 303.01, Clay County, Texas",4513,235,4176,230,337,79
1400000US48077030302,48077030302,"Census Tract 303.02, Clay County, Texas",2778,206,2676,187,102,74
1400000US48079950100,48079950100,"Census Tract 9501, Cochran County, Texas",3087,,1426,,1661,
1400000US48081950100,48081950100,"Census Tract 9501, Coke County, Texas",1799,159,1515,147,284,78
1400000US48081950200,48081950200,"Census Tract 9502, Coke County, Texas",1499,159,1151,147,348,79
1400000US48083950300,48083950300,"Census Tract 9503, Coleman County, Texas",4648,68,3676,202,972,192
1400000US48083950600,48083950600,"Census Tract 9506, Coleman County, Texas",1301,161,1153,189,148,119
1400000US48083950700,48083950700,"Census Tract 9507, Coleman County, Texas",2868,153,2539,193,329,157
1400000US48085030100,48085030100,"Census Tract 301, Collin County, Texas",6316,535,5823,514,493,200
1400000US48085030201,48085030201,"Census Tract 302.01, Collin County, Texas",2308,353,2151,321,157,88
1400000US48085030202,48085030202,"Census Tract 302.02, Collin County, Texas",2108,220,1983,228,125,88
1400000US48085030203,48085030203,"Census Tract 302.03, Collin County, Texas",13828,720,10718,820,3110,757
1400000US48085030301,48085030301,"Census Tract 303.01, Collin County, Texas",2583,241,2242,271,341,171
1400000US48085030302,48085030302,"Census Tract 303.02, Collin County, Texas",1967,224,1967,224,0,13
1400000US48085030303,48085030303,"Census Tract 303.03, Collin County, Texas",4793,298,4569,332,224,148
1400000US48085030304,48085030304,"Census Tract 303.04, Collin County, Texas",2722,340,2200,252,522,333
1400000US48085030305,48085030305,"Census Tract 303.05, Collin County, Texas",8109,499,6601,546,1508,436
1400000US48085030403,48085030403,"Census Tract 304.03, Collin County, Texas",4959,273,4239,384,720,278
1400000US48085030404,48085030404,"Census Tract 304.04, Collin County, Texas",5766,391,4703,491,1063,351
1400000US48085030405,48085030405,"Census Tract 304.05, Collin County, Texas",4506,316,3869,295,637,272
1400000US48085030406,48085030406,"Census Tract 304.06, Collin County, Texas",2574,363,1841,299,733,346
1400000US48085030407,48085030407,"Census Tract 304.07, Collin County, Texas",3743,259,3096,278,647,394
1400000US48085030408,48085030408,"Census Tract 304.08, Collin County, Texas",6531,724,4112,491,2419,774
1400000US48085030504,48085030504,"Census Tract 305.04, Collin County, Texas",2370,328,2158,359,212,126
1400000US48085030505,48085030505,"Census Tract 305.05, Collin County, Texas",2857,471,2759,464,98,83
1400000US48085030506,48085030506,"Census Tract 305.06, Collin County, Texas",2814,250,2609,296,205,147
1400000US48085030507,48085030507,"Census Tract 305.07, Collin County, Texas",1779,77,1668,109,111,96
1400000US48085030508,48085030508,"Census Tract 305.08, Collin County, Texas",5744,573,5460,557,284,209
1400000US48085030509,48085030509,"Census Tract 305.09, Collin County, Texas",2403,148,2036,225,367,178
1400000US48085030510,48085030510,"Census Tract 305.10, Collin County, Texas",2777,217,2553,280,224,152
1400000US48085030511,48085030511,"Census Tract 305.11, Collin County, Texas",4834,331,4050,389,784,213
1400000US48085030512,48085030512,"Census Tract 305.12, Collin County, Texas",4413,338,4116,261,297,232
1400000US48085030513,48085030513,"Census Tract 305.13, Collin County, Texas",3948,399,3492,464,456,320
1400000US48085030514,48085030514,"Census Tract 305.14, Collin County, Texas",6942,350,6074,386,868,304
1400000US48085030515,48085030515,"Census Tract 305.15, Collin County, Texas",6529,638,5740,583,789,352
1400000US48085030516,48085030516,"Census Tract 305.16, Collin County, Texas",5119,293,4091,384,1028,378
1400000US48085030517,48085030517,"Census Tract 305.17, Collin County, Texas",5759,355,5214,392,545,304
1400000US48085030518,48085030518,"Census Tract 305.18, Collin County, Texas",1803,212,1339,255,464,292
1400000US48085030519,48085030519,"Census Tract 305.19, Collin County, Texas",1440,197,1316,218,124,88
1400000US48085030520,48085030520,"Census Tract 305.20, Collin County, Texas",4378,334,3630,338,748,178
1400000US48085030521,48085030521,"Census Tract 305.21, Collin County, Texas",3155,304,2291,355,864,377
1400000US48085030522,48085030522,"Census Tract 305.22, Collin County, Texas",3983,353,3194,362,789,392
1400000US48085030523,48085030523,"Census Tract 305.23, Collin County, Texas",7842,650,6827,596,1015,615
1400000US48085030524,48085030524,"Census Tract 305.24, Collin County, Texas",2212,162,1843,271,369,205
1400000US48085030525,48085030525,"Census Tract 305.25, Collin County, Texas",6424,365,5955,392,469,189
1400000US48085030526,48085030526,"Census Tract 305.26, Collin County, Texas",7568,591,6973,561,595,300
1400000US48085030527,48085030527,"Census Tract 305.27, Collin County, Texas",3888,421,3161,375,727,276
1400000US48085030528,48085030528,"Census Tract 305.28, Collin County, Texas",7116,702,6619,727,497,215
1400000US48085030529,48085030529,"Census Tract 305.29, Collin County, Texas",3573,421,3214,432,359,277
1400000US48085030530,48085030530,"Census Tract 305.30, Collin County, Texas",6448,378,6283,380,165,115
1400000US48085030531,48085030531,"Census Tract 305.31, Collin County, Texas",5415,334,4985,437,430,239
1400000US48085030601,48085030601,"Census Tract 306.01, Collin County, Texas",8833,517,8515,543,318,171
1400000US48085030603,48085030603,"Census Tract 306.03, Collin County, Texas",7206,887,5725,754,1481,688
1400000US48085030604,48085030604,"Census Tract 306.04, Collin County, Texas",2961,222,2630,210,331,113
1400000US48085030605,48085030605,"Census Tract 306.05, Collin County, Texas",5962,455,4790,409,1172,399
1400000US48085030701,48085030701,"Census Tract 307.01, Collin County, Texas",3478,724,2054,441,1424,547
1400000US48085030702,48085030702,"Census Tract 307.02, Collin County, Texas",4460,484,2715,302,1745,451
1400000US48085030801,48085030801,"Census Tract 308.01, Collin County, Texas",3679,545,2653,341,1026,413
1400000US48085030802,48085030802,"Census Tract 308.02, Collin County, Texas",5944,902,3285,584,2659,832
1400000US48085030900,48085030900,"Census Tract 309, Collin County, Texas",9636,970,3986,590,5650,997
1400000US48085031001,48085031001,"Census Tract 310.01, Collin County, Texas",6669,500,5123,490,1546,477
1400000US48085031003,48085031003,"Census Tract 310.03, Collin County, Texas",4115,340,3205,303,910,264
1400000US48085031004,48085031004,"Census Tract 310.04, Collin County, Texas",5431,489,4317,471,1114,500
1400000US48085031100,48085031100,"Census Tract 311, Collin County, Texas",9876,911,8132,941,1744,552
1400000US48085031201,48085031201,"Census Tract 312.01, Collin County, Texas",5140,451,4366,408,774,203
1400000US48085031202,48085031202,"Census Tract 312.02, Collin County, Texas",3964,587,3370,528,594,360
1400000US48085031308,48085031308,"Census Tract 313.08, Collin County, Texas",6198,573,5419,420,779,303
1400000US48085031309,48085031309,"Census Tract 313.09, Collin County, Texas",9484,594,8132,600,1352,334
1400000US48085031310,48085031310,"Census Tract 313.10, Collin County, Texas",9131,530,7882,526,1249,338
1400000US48085031311,48085031311,"Census Tract 313.11, Collin County, Texas",9072,541,7888,549,1184,336
1400000US48085031312,48085031312,"Census Tract 313.12, Collin County, Texas",6260,454,5879,401,381,255
1400000US48085031313,48085031313,"Census Tract 313.13, Collin County, Texas",12067,563,11115,651,952,329
1400000US48085031314,48085031314,"Census Tract 313.14, Collin County, Texas",2133,565,2028,554,105,68
1400000US48085031315,48085031315,"Census Tract 313.15, Collin County, Texas",16519,864,14012,909,2507,554
1400000US48085031316,48085031316,"Census Tract 313.16, Collin County, Texas",6384,398,5695,406,689,304
1400000US48085031317,48085031317,"Census Tract 313.17, Collin County, Texas",7774,493,7011,503,763,400
1400000US48085031405,48085031405,"Census Tract 314.05, Collin County, Texas",17014,612,16085,646,929,370
1400000US48085031406,48085031406,"Census Tract 314.06, Collin County, Texas",16580,807,14779,887,1801,520
1400000US48085031407,48085031407,"Census Tract 314.07, Collin County, Texas",7875,554,7451,495,424,269
1400000US48085031408,48085031408,"Census Tract 314.08, Collin County, Texas",3407,272,2977,286,430,198
1400000US48085031409,48085031409,"Census Tract 314.09, Collin County, Texas",10305,511,9108,430,1197,469
1400000US48085031410,48085031410,"Census Tract 314.10, Collin County, Texas",8572,497,8064,482,508,209
1400000US48085031411,48085031411,"Census Tract 314.11, Collin County, Texas",5158,421,4570,481,588,340
1400000US48085031504,48085031504,"Census Tract 315.04, Collin County, Texas",6339,388,5750,432,589,180
1400000US48085031505,48085031505,"Census Tract 315.05, Collin County, Texas",8058,356,7783,385,275,177
1400000US48085031506,48085031506,"Census Tract 315.06, Collin County, Texas",7986,582,5927,568,2059,532
1400000US48085031507,48085031507,"Census Tract 315.07, Collin County, Texas",3984,306,3696,341,288,201
1400000US48085031508,48085031508,"Census Tract 315.08, Collin County, Texas",5461,487,4675,472,786,402
1400000US48085031611,48085031611,"Census Tract 316.11, Collin County, Texas",3601,315,2909,349,692,286
1400000US48085031612,48085031612,"Census Tract 316.12, Collin County, Texas",6557,525,5702,529,855,396
1400000US48085031613,48085031613,"Census Tract 316.13, Collin County, Texas",5351,305,4829,343,522,204
1400000US48085031621,48085031621,"Census Tract 316.21, Collin County, Texas",5509,509,5234,487,275,140
1400000US48085031622,48085031622,"Census Tract 316.22, Collin County, Texas",5382,469,4849,432,533,283
1400000US48085031623,48085031623,"Census Tract 316.23, Collin County, Texas",3105,193,2306,311,799,215
1400000US48085031624,48085031624,"Census Tract 316.24, Collin County, Texas",3724,357,2292,226,1432,382
1400000US48085031625,48085031625,"Census Tract 316.25, Collin County, Texas",4208,232,3963,243,245,94
1400000US48085031626,48085031626,"Census Tract 316.26, Collin County, Texas",2480,150,2265,218,215,172
1400000US48085031627,48085031627,"Census Tract 316.27, Collin County, Texas",5047,287,4301,266,746,259
1400000US48085031628,48085031628,"Census Tract 316.28, Collin County, Texas",3616,294,2899,309,717,186
1400000US48085031629,48085031629,"Census Tract 316.29, Collin County, Texas",3406,427,2591,385,815,248
1400000US48085031630,48085031630,"Census Tract 316.30, Collin County, Texas",4306,259,3970,248,336,151
1400000US48085031631,48085031631,"Census Tract 316.31, Collin County, Texas",4690,362,4057,448,633,414
1400000US48085031632,48085031632,"Census Tract 316.32, Collin County, Texas",5945,383,5578,389,367,144
1400000US48085031633,48085031633,"Census Tract 316.33, Collin County, Texas",3644,278,3138,306,506,302
1400000US48085031634,48085031634,"Census Tract 316.34, Collin County, Texas",3059,371,2486,319,573,177
1400000US48085031635,48085031635,"Census Tract 316.35, Collin County, Texas",4183,390,3308,455,875,219
1400000US48085031636,48085031636,"Census Tract 316.36, Collin County, Texas",6433,434,5842,400,591,212
1400000US48085031637,48085031637,"Census Tract 316.37, Collin County, Texas",6998,333,6644,381,354,191
1400000US48085031638,48085031638,"Census Tract 316.38, Collin County, Texas",7274,282,6941,285,333,121
1400000US48085031639,48085031639,"Census Tract 316.39, Collin County, Texas",5898,331,5437,351,461,154
1400000US48085031640,48085031640,"Census Tract 316.40, Collin County, Texas",7066,613,6426,606,640,294
1400000US48085031641,48085031641,"Census Tract 316.41, Collin County, Texas",6632,301,6291,308,341,129
1400000US48085031642,48085031642,"Census Tract 316.42, Collin County, Texas",4650,230,4564,225,86,65
1400000US48085031643,48085031643,"Census Tract 316.43, Collin County, Texas",4232,261,3550,245,682,217
1400000US48085031645,48085031645,"Census Tract 316.45, Collin County, Texas",2057,132,1964,140,93,77
1400000US48085031646,48085031646,"Census Tract 316.46, Collin County, Texas",5458,285,5136,301,322,131
1400000US48085031647,48085031647,"Census Tract 316.47, Collin County, Texas",3448,304,3100,358,348,241
1400000US48085031648,48085031648,"Census Tract 316.48, Collin County, Texas",7160,522,6566,568,594,305
1400000US48085031649,48085031649,"Census Tract 316.49, Collin County, Texas",4636,300,4487,310,149,86
1400000US48085031652,48085031652,"Census Tract 316.52, Collin County, Texas",7811,547,7422,586,389,224
1400000US48085031653,48085031653,"Census Tract 316.53, Collin County, Texas",6465,428,5750,492,715,242
1400000US48085031654,48085031654,"Census Tract 316.54, Collin County, Texas",3783,189,3658,205,125,122
1400000US48085031655,48085031655,"Census Tract 316.55, Collin County, Texas",4521,372,4014,448,507,278
1400000US48085031656,48085031656,"Census Tract 316.56, Collin County, Texas",2337,251,1936,480,401,398
1400000US48085031657,48085031657,"Census Tract 316.57, Collin County, Texas",1169,295,1122,297,47,53
1400000US48085031658,48085031658,"Census Tract 316.58, Collin County, Texas",4003,440,3492,443,511,256
1400000US48085031659,48085031659,"Census Tract 316.59, Collin County, Texas",1730,375,1560,412,170,138
1400000US48085031660,48085031660,"Census Tract 316.60, Collin County, Texas",3766,519,3609,543,157,96
1400000US48085031661,48085031661,"Census Tract 316.61, Collin County, Texas",3015,212,2919,231,96,72
1400000US48085031662,48085031662,"Census Tract 316.62, Collin County, Texas",5147,385,4976,421,171,155
1400000US48085031663,48085031663,"Census Tract 316.63, Collin County, Texas",3293,366,3128,381,165,144
1400000US48085031664,48085031664,"Census Tract 316.64, Collin County, Texas",4203,314,3575,362,628,323
1400000US48085031704,48085031704,"Census Tract 317.04, Collin County, Texas",3638,284,2980,288,658,265
1400000US48085031706,48085031706,"Census Tract 317.06, Collin County, Texas",2319,150,2122,184,197,243
1400000US48085031708,48085031708,"Census Tract 317.08, Collin County, Texas",3630,310,3279,306,351,138
1400000US48085031709,48085031709,"Census Tract 317.09, Collin County, Texas",4518,313,4305,308,213,158
1400000US48085031711,48085031711,"Census Tract 317.11, Collin County, Texas",2834,302,2703,300,131,112
1400000US48085031712,48085031712,"Census Tract 317.12, Collin County, Texas",5013,491,4364,447,649,406
1400000US48085031713,48085031713,"Census Tract 317.13, Collin County, Texas",3904,402,3250,473,654,285
1400000US48085031714,48085031714,"Census Tract 317.14, Collin County, Texas",5184,522,4489,477,695,378
1400000US48085031715,48085031715,"Census Tract 317.15, Collin County, Texas",2445,212,2387,205,58,65
1400000US48085031716,48085031716,"Census Tract 317.16, Collin County, Texas",1984,255,1634,211,350,216
1400000US48085031717,48085031717,"Census Tract 317.17, Collin County, Texas",2640,568,2281,597,359,192
1400000US48085031718,48085031718,"Census Tract 317.18, Collin County, Texas",2744,365,2567,364,177,126
1400000US48085031719,48085031719,"Census Tract 317.19, Collin County, Texas",1868,168,1719,214,149,133
1400000US48085031720,48085031720,"Census Tract 317.20, Collin County, Texas",4511,663,2372,651,2139,775
1400000US48085031802,48085031802,"Census Tract 318.02, Collin County, Texas",5985,524,5082,534,903,317
1400000US48085031804,48085031804,"Census Tract 318.04, Collin County, Texas",3830,422,3490,390,340,192
1400000US48085031805,48085031805,"Census Tract 318.05, Collin County, Texas",5157,259,4793,262,364,162
1400000US48085031806,48085031806,"Census Tract 318.06, Collin County, Texas",1526,278,1332,274,194,112
1400000US48085031807,48085031807,"Census Tract 318.07, Collin County, Texas",4934,403,4494,407,440,427
1400000US48085031900,48085031900,"Census Tract 319, Collin County, Texas",4058,460,1750,258,2308,477
1400000US48085032003,48085032003,"Census Tract 320.03, Collin County, Texas",5652,480,2764,373,2888,533
1400000US48085032004,48085032004,"Census Tract 320.04, Collin County, Texas",8199,859,4503,424,3696,964
1400000US48085032008,48085032008,"Census Tract 320.08, Collin County, Texas",3799,300,2728,236,1071,297
1400000US48085032009,48085032009,"Census Tract 320.09, Collin County, Texas",6904,383,6328,359,576,204
1400000US48085032010,48085032010,"Census Tract 320.10, Collin County, Texas",4088,583,2707,409,1381,515
1400000US48085032011,48085032011,"Census Tract 320.11, Collin County, Texas",5661,424,5035,487,626,315
1400000US48085032012,48085032012,"Census Tract 320.12, Collin County, Texas",4334,336,1925,294,2409,445
1400000US48085032013,48085032013,"Census Tract 320.13, Collin County, Texas",6762,845,3855,434,2907,816
1400000US48087950300,48087950300,"Census Tract 9503, Collingsworth County, Texas",3050,,2090,126,960,126
1400000US48089750100,48089750100,"Census Tract 7501, Colorado County, Texas",4890,312,2806,399,2084,293
1400000US48089750200,48089750200,"Census Tract 7502, Colorado County, Texas",1904,326,1593,321,311,131
1400000US48089750300,48089750300,"Census Tract 7503, Colorado County, Texas",4687,392,3866,351,821,249
1400000US48089750400,48089750400,"Census Tract 7504, Colorado County, Texas",4928,516,3947,426,981,271
1400000US48089750500,48089750500,"Census Tract 7505, Colorado County, Texas",4375,411,3142,350,1233,311
1400000US48091310100,48091310100,"Census Tract 3101, Comal County, Texas",3405,362,2080,346,1325,271
1400000US48091310200,48091310200,"Census Tract 3102, Comal County, Texas",2546,324,1362,270,1184,246
1400000US48091310300,48091310300,"Census Tract 3103, Comal County, Texas",6442,468,5435,444,1007,324
1400000US48091310401,48091310401,"Census Tract 3104.01, Comal County, Texas",5345,492,1420,249,3925,441
1400000US48091310403,48091310403,"Census Tract 3104.03, Comal County, Texas",5651,459,3612,473,2039,382
1400000US48091310404,48091310404,"Census Tract 3104.04, Comal County, Texas",4202,253,2646,217,1556,238
1400000US48091310501,48091310501,"Census Tract 3105.01, Comal County, Texas",3571,291,2140,256,1431,240
1400000US48091310502,48091310502,"Census Tract 3105.02, Comal County, Texas",5239,504,2911,593,2328,438
1400000US48091310503,48091310503,"Census Tract 3105.03, Comal County, Texas",3166,250,2327,309,839,220
1400000US48091310603,48091310603,"Census Tract 3106.03, Comal County, Texas",2503,367,2098,271,405,195
1400000US48091310604,48091310604,"Census Tract 3106.04, Comal County, Texas",2596,243,2391,311,205,152
1400000US48091310605,48091310605,"Census Tract 3106.05, Comal County, Texas",4980,405,4431,405,549,270
1400000US48091310606,48091310606,"Census Tract 3106.06, Comal County, Texas",3886,374,3574,349,312,163
1400000US48091310607,48091310607,"Census Tract 3106.07, Comal County, Texas",4879,477,4316,472,563,230
1400000US48091310608,48091310608,"Census Tract 3106.08, Comal County, Texas",3461,461,2807,440,654,227
1400000US48091310701,48091310701,"Census Tract 3107.01, Comal County, Texas",6170,540,5423,582,747,324
1400000US48091310702,48091310702,"Census Tract 3107.02, Comal County, Texas",5363,479,4596,427,767,293
1400000US48091310703,48091310703,"Census Tract 3107.03, Comal County, Texas",5260,440,4137,426,1123,410
1400000US48091310704,48091310704,"Census Tract 3107.04, Comal County, Texas",5475,587,4046,458,1429,652
1400000US48091310801,48091310801,"Census Tract 3108.01, Comal County, Texas",4767,322,4168,328,599,172
1400000US48091310802,48091310802,"Census Tract 3108.02, Comal County, Texas",6000,749,3980,434,2020,638
1400000US48091310901,48091310901,"Census Tract 3109.01, Comal County, Texas",3824,359,3461,318,363,188
1400000US48091310902,48091310902,"Census Tract 3109.02, Comal County, Texas",6368,636,4649,413,1719,423
1400000US48091310903,48091310903,"Census Tract 3109.03, Comal County, Texas",3886,348,3560,403,326,208
1400000US48093950100,48093950100,"Census Tract 9501, Comanche County, Texas",4431,300,3521,262,910,228
1400000US48093950200,48093950200,"Census Tract 9502, Comanche County, Texas",3325,276,2732,261,593,180
1400000US48093950300,48093950300,"Census Tract 9503, Comanche County, Texas",4231,224,2711,223,1520,239
1400000US48093950400,48093950400,"Census Tract 9504, Comanche County, Texas",1888,265,1331,184,557,233
1400000US48095950300,48095950300,"Census Tract 9503, Concho County, Texas",4073,,1906,,2167,
1400000US48097000100,48097000100,"Census Tract 1, Cooke County, Texas",5222,396,4921,422,301,139
1400000US48097000200,48097000200,"Census Tract 2, Cooke County, Texas",5124,294,4897,292,227,114
1400000US48097000400,48097000400,"Census Tract 4, Cooke County, Texas",1872,298,1547,215,325,224
1400000US48097000500,48097000500,"Census Tract 5, Cooke County, Texas",3822,428,2221,316,1601,346
1400000US48097000600,48097000600,"Census Tract 6, Cooke County, Texas",4953,466,3593,336,1360,415
1400000US48097000700,48097000700,"Census Tract 7, Cooke County, Texas",6850,437,6338,488,512,214
1400000US48097000900,48097000900,"Census Tract 9, Cooke County, Texas",4938,351,4628,369,310,154
1400000US48097001100,48097001100,"Census Tract 11, Cooke County, Texas",5646,535,4286,418,1360,430
1400000US48099010101,48099010101,"Census Tract 101.01, Coryell County, Texas",3037,398,2749,356,288,150
1400000US48099010102,48099010102,"Census Tract 101.02, Coryell County, Texas",2880,306,2638,319,242,129
1400000US48099010201,48099010201,"Census Tract 102.01, Coryell County, Texas",5333,565,4008,473,1325,237
1400000US48099010202,48099010202,"Census Tract 102.02, Coryell County, Texas",6285,726,5461,632,824,331
1400000US48099010300,48099010300,"Census Tract 103, Coryell County, Texas",3388,440,2470,365,918,430
1400000US48099010400,48099010400,"Census Tract 104, Coryell County, Texas",4198,645,3770,573,428,188
1400000US48099010501,48099010501,"Census Tract 105.01, Coryell County, Texas",5688,533,4454,506,1234,445
1400000US48099010502,48099010502,"Census Tract 105.02, Coryell County, Texas",3655,625,2722,442,933,555
1400000US48099010503,48099010503,"Census Tract 105.03, Coryell County, Texas",4279,858,3812,819,467,132
1400000US48099010504,48099010504,"Census Tract 105.04, Coryell County, Texas",2681,325,2306,279,375,226
1400000US48099010601,48099010601,"Census Tract 106.01, Coryell County, Texas",4564,622,3684,511,880,415
1400000US48099010603,48099010603,"Census Tract 106.03, Coryell County, Texas",5263,601,4549,553,714,239
1400000US48099010604,48099010604,"Census Tract 106.04, Coryell County, Texas",4295,464,3700,451,595,282
1400000US48099010701,48099010701,"Census Tract 107.01, Coryell County, Texas",4384,451,3518,398,866,300
1400000US48099010702,48099010702,"Census Tract 107.02, Coryell County, Texas",3131,413,2681,437,450,264
1400000US48099010802,48099010802,"Census Tract 108.02, Coryell County, Texas",5534,564,5014,565,520,225
1400000US48099010803,48099010803,"Census Tract 108.03, Coryell County, Texas",2821,487,2518,455,303,165
1400000US48099010804,48099010804,"Census Tract 108.04, Coryell County, Texas",4271,646,3430,604,841,415
1400000US48099980000,48099980000,"Census Tract 9800, Coryell County, Texas",41,32,41,32,0,13
1400000US48101950100,48101950100,"Census Tract 9501, Cottle County, Texas",1600,361,1405,306,195,119
1400000US48103950100,48103950100,"Census Tract 9501, Crane County, Texas",4359,,1947,,2412,
1400000US48105950100,48105950100,"Census Tract 9501, Crockett County, Texas",3669,204,1572,204,2097,265
1400000US48107950100,48107950100,"Census Tract 9501, Crosby County, Texas",2269,194,1213,137,1056,135
1400000US48107950200,48107950200,"Census Tract 9502, Crosby County, Texas",2453,157,1008,123,1445,147
1400000US48107950300,48107950300,"Census Tract 9503, Crosby County, Texas",1378,151,674,101,704,133
1400000US48109950300,48109950300,"Census Tract 9503, Culberson County, Texas",2386,,532,144,1854,144
1400000US48111950100,48111950100,"Census Tract 9501, Dallam County, Texas",1584,209,1301,175,283,155
1400000US48111950300,48111950300,"Census Tract 9503, Dallam County, Texas",5150,209,2707,175,2443,155
1400000US48113000100,48113000100,"Census Tract 1, Dallas County, Texas",4068,291,3563,313,505,274
1400000US48113000201,48113000201,"Census Tract 2.01, Dallas County, Texas",2910,246,2609,196,301,199
1400000US48113000202,48113000202,"Census Tract 2.02, Dallas County, Texas",3523,244,3137,261,386,155
1400000US48113000300,48113000300,"Census Tract 3, Dallas County, Texas",4305,370,3534,414,771,263
1400000US48113000401,48113000401,"Census Tract 4.01, Dallas County, Texas",4838,817,1987,628,2851,489
1400000US48113000404,48113000404,"Census Tract 4.04, Dallas County, Texas",3924,541,1618,182,2306,529
1400000US48113000405,48113000405,"Census Tract 4.05, Dallas County, Texas",2465,436,1532,315,933,397
1400000US48113000406,48113000406,"Census Tract 4.06, Dallas County, Texas",7679,751,1306,291,6373,845
1400000US48113000500,48113000500,"Census Tract 5, Dallas County, Texas",4367,571,2410,269,1957,589
1400000US48113000601,48113000601,"Census Tract 6.01, Dallas County, Texas",6587,930,2538,299,4049,910
1400000US48113000603,48113000603,"Census Tract 6.03, Dallas County, Texas",3846,356,3312,315,534,241
1400000US48113000605,48113000605,"Census Tract 6.05, Dallas County, Texas",2084,220,1835,201,249,100
1400000US48113000606,48113000606,"Census Tract 6.06, Dallas County, Texas",3107,376,2942,384,165,81
